,kal_perif_enothta,kal_perifereia,epo,power_mw,max_power,imerominia_ekdosis_adeias,area_m2,geometry,xmu,ymu
221,ΕΒΡΟΥ,Π. ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ - ΘΡΑΚΗΣ,ΟΧΙ,3.45,2.999,11/2/2021,,"MULTIPOLYGON (((25.980490118867575 41.08077630785373, 25.97259000514319 41.08091186441213, 25.972768823526543 41.08688965085166, 25.980669652269533 41.08675406592603, 25.980490118867575 41.08077630785373)))",41.08077631,25.98049012
222,ΦΩΚΙΔΑΣ,Π. ΣΤΕΡΕΑΣ ΕΛΛΑΔΑΣ,ΟΧΙ,2.99,,10/26/2020,,"MULTIPOLYGON (((22.564604355827004 38.353978003177644, 22.56645740650953 38.351702703776674, 22.560488817972914 38.347572527769955, 22.558236108039896 38.348530723323314, 22.564604355827004 38.353978003177644)))",38.353978,22.56460436
223,ΚΙΛΚΙΣ,Π. ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,ΝΑΙ,14.4,,4/30/2020,,"MULTIPOLYGON (((22.58702365531216 41.116545221475874, 22.5880981718306 41.116925546666934, 22.589253867258876 41.11528662857393, 22.59188097366047 41.116346000316426, 22.590647897340233 41.118094747751464, 22.591906670439204 41.118793863358306, 22.595246694180414 41.11633052530156, 22.59079243646129 41.113528797891014, 22.583765267012406 41.1091009467707, 22.57811391999734 41.105527366011614, 22.57057547576624 41.1082804814671, 22.57051941334031 41.11086497120304, 22.575614555538568 41.11262151572896, 22.576835436860954 41.11178988959059, 22.58001415840142 41.11184713162864, 22.579941631768193 41.114107148870396, 22.58702365531216 41.116545221475874)))",41.11654522,22.58702366
224,ΒΟΙΩΤΙΑΣ,Π. ΣΤΕΡΕΑΣ ΕΛΛΑΔΑΣ,ΟΧΙ,3.45,2.99,4/22/2021,,"MULTIPOLYGON (((22.788947766521794 38.30997265452673, 22.79377865345731 38.30971602990787, 22.793747598736573 38.30261432216711, 22.788867202934167 38.302437865630665, 22.788947766521794 38.30997265452673)))",38.30997265,22.78894777
225,ΒΟΙΩΤΙΑΣ,Π. ΣΤΕΡΕΑΣ ΕΛΛΑΔΑΣ,ΟΧΙ,3.45,2.99,4/22/2021,,"MULTIPOLYGON (((22.796452400811905 38.30849084038353, 22.80365935452114 38.30840235534199, 22.80372258617051 38.30246414303323, 22.796519942251912 38.302327381881355, 22.796452400811905 38.30849084038353)))",38.30849084,22.7964524
226,ΕΒΡΟΥ,Π. ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ - ΘΡΑΚΗΣ,ΟΧΙ,4.2,4.2,10/11/2021,,"MULTIPOLYGON (((25.907124958299576 41.08360860786982, 25.91131691121691 41.084484901217515, 25.91612806917753 41.080036408803956, 25.913774704741964 41.07687791993535, 25.91024147538898 41.076125901708515, 25.906530224579043 41.077448414061806, 25.907124958299576 41.08360860786982)))",41.08360861,25.90712496
227,ΡΟΔΟΠΗΣ,Π. ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ - ΘΡΑΚΗΣ,ΟΧΙ,2.99,,10/30/2020,,"MULTIPOLYGON (((25.817097040696435 41.18417153010398, 25.81994028468376 41.18505931137506, 25.820821043247253 41.183392703861735, 25.818217055396364 41.18254954770776, 25.817097040696435 41.18417153010398)))",41.18417153,25.81709704
228,ΡΟΔΟΠΗΣ,Π. ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ - ΘΡΑΚΗΣ,ΟΧΙ,2.99,,10/23/2020,,"MULTIPOLYGON (((25.888792389484276 41.14645543310292, 25.8925401103349 41.14649871291782, 25.892555359722486 41.144130028726764, 25.888812247123784 41.14425430976749, 25.888792389484276 41.14645543310292)))",41.14645543,25.88879239
229,ΕΒΡΟΥ,Π. ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ - ΘΡΑΚΗΣ,ΟΧΙ,49,49,10/13/2020,,"MULTIPOLYGON (((26.281562957496572 40.959231428179834, 26.285108892065843 40.962325465311054, 26.288091619074432 40.9664346270375, 26.296879103896377 40.97080127049531, 26.299157234234023 40.96971850393935, 26.293676421337906 40.9640607925187, 26.2897986523322 40.961084508257905, 26.292401449901835 40.95893542382975, 26.301833105757424 40.96819446234227, 26.30521668667162 40.96683813081107, 26.30290690686766 40.96046113901023, 26.297473474728616 40.956199880367066, 26.28565098154297 40.95573326515563, 26.281562957496572 40.959231428179834)), ((26.318997807895318 40.974163033322476, 26.32927000549502 40.973393362795505, 26.329248272579356 40.96981053144739, 26.320650631559015 40.97059000994959, 26.31614329935222 40.968837871341684, 26.314824174859428 40.971839205661375, 26.318997807895318 40.974163033322476)))",40.95923143,26.28156296
230,ΦΛΩΡΙΝΑΣ,Π. ΔΥΤΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,ΟΧΙ,31.05,31.05,6/25/2021,,"MULTIPOLYGON (((21.29702827779222 40.761366846185226, 21.30199902657454 40.76074864785044, 21.305950605728178 40.75956010254357, 21.310062041361995 40.75823547228578, 21.31328723999965 40.757211054072904, 21.315051586363616 40.75455219269527, 21.31777278593237 40.75202674596541, 21.317653843373165 40.7493012432593, 21.319727482701904 40.74807655126866, 21.324285744619452 40.745775757909875, 21.327234057829333 40.7439784823584, 21.330850620005105 40.74125149940806, 21.329910058390663 40.737887169586905, 21.325885290916467 40.73659443193029, 21.321815949427975 40.738464188378, 21.318312820707007 40.74061988002131, 21.315824101519016 40.74189716161746, 21.311589978605863 40.74401610483141, 21.311281827862757 40.74736696442267, 21.30799293287064 40.75101789772335, 21.306321711889634 40.75196553094936, 21.30259897345435 40.75320324928137, 21.298859961254237 40.75426784044896, 21.29472628505256 40.75604162635291, 21.29411916624232 40.75901663342003, 21.29702827779222 40.761366846185226)))",40.76136685,21.29702828
231,ΕΥΒΟΙΑΣ,Π. ΣΤΕΡΕΑΣ ΕΛΛΑΔΑΣ,ΟΧΙ,39.2,39.2,11/1/2019,,"MULTIPOLYGON (((24.5468528278679 38.801249889563564, 24.550873818791565 38.801492336836844, 24.551353094536402 38.799426437291686, 24.55255139205065 38.799510892452595, 24.552348597910164 38.80158450173837, 24.55518286931849 38.8017513004262, 24.555062450483167 38.799589106981585, 24.556282594594048 38.79952022416923, 24.55715017083176 38.80149862579935, 24.560122778649863 38.801682668007935, 24.561168728830904 38.799956449154195, 24.55787206582614 38.79807981419909, 24.558971609699746 38.797317591529186, 24.562479012817544 38.79963474610815, 24.564001720426326 38.804349441976655, 24.56561562244763 38.80454890574276, 24.567456784379434 38.80435974870314, 24.568903879857217 38.80385707896412, 24.569557498710267 38.80350244584394, 24.56912947046111 38.80326122050425, 24.568709451312017 38.80257839035756, 24.57136537450256 38.8005919118304, 24.570555085500736 38.79718050476111, 24.568793703252172 38.79579230521843, 24.567984807647544 38.79543577862004, 24.56716561940568 38.795232492297565, 24.56643940892838 38.7951368878954, 24.566156213172093 38.79427315354945, 24.565677421911186 38.79342838841373, 24.561037607649883 38.79204495703405, 24.558000643560167 38.78650838948891, 24.55615322592582 38.78435442477877, 24.55357195126761 38.78406028753051, 24.551488240732795 38.78259224464869, 24.55084394576662 38.782649352532964, 24.54845510077734 38.783417558005446, 24.54727568470572 38.78426116127806, 24.55061968072944 38.790913996876476, 24.549586531043115 38.79132437951844, 24.54715858078505 38.7900290992967, 24.544522173985126 38.79159139860515, 24.544013344134008 38.794333276125094, 24.547027055785428 38.79541861466864, 24.54373005310476 38.796452305274784, 24.5444251996606 38.797007783724005, 24.544444255994694 38.79799896338666, 24.545227082598114 38.79796827887278, 24.545385227356416 38.799075959010935, 24.544926877580224 38.799375477778575, 24.545856840129815 38.80051560130758, 24.5468528278679 38.801249889563564)))",38.80124989,24.54685283
232,ΝΗΣΩΝ,Π. ΑΤΤΙΚΗΣ,ΟΧΙ,42,,2/10/2020,,"MULTIPOLYGON (((22.977223223547053 36.30558445820309, 22.984738369240663 36.306572933748015, 22.985770119513916 36.30712881300305, 22.996609796184796 36.30781539419276, 22.999748412637025 36.30801400752861, 23.001787887121736 36.30662079636365, 23.00168247121736 36.30455786161301, 23.000185324577394 36.302961147895665, 22.992351290929545 36.30305514875954, 22.98902819737187 36.3029537327394, 22.987749811712522 36.302769040021246, 22.98728014780136 36.302586668878305, 22.986554859000695 36.3021548645446, 22.983360399741677 36.30201811007206, 22.97661573703784 36.30141182199315, 22.97533269143565 36.3040367804472, 22.977223223547053 36.30558445820309)), ((22.97219094661558 36.32078475679382, 22.976014275556018 36.32070603775881, 22.977296549304775 36.31561025364029, 22.981152298887327 36.314615306323404, 22.98714729171925 36.30957594170677, 22.984676071412732 36.306757158521265, 22.982895573512117 36.306543125238214, 22.981062769136237 36.3083518419887, 22.971314523156853 36.314734350012195, 22.97219094661558 36.32078475679382)))",36.30558446,22.97722322
233,ΚΙΛΚΙΣ,Π. ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,ΟΧΙ,12.6,,11/5/2020,,"MULTIPOLYGON (((22.67727792154991 41.11981478328084, 22.68332810626193 41.12760365272534, 22.70064074787064 41.12683642080285, 22.699920096398042 41.12049590460852, 22.691499416644113 41.120454608354976, 22.68944411026495 41.11958452380626, 22.684759773923286 41.11616227064687, 22.67727792154991 41.11981478328084)))",41.11981478,22.67727792
234,"ΚΑΣΤΟΡΙΑΣ,ΦΛΩΡΙΝΑΣ",Π. ΔΥΤΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,ΟΧΙ,55.2,55.2,6/25/2021,,"MULTIPOLYGON (((21.339203118792213 40.700724789717164, 21.34268318757989 40.69855235572822, 21.346035686735497 40.69587359323186, 21.347610871385633 40.69495449169189, 21.35076176176411 40.69406698030715, 21.354395498052245 40.693557663991065, 21.35980617376248 40.69234508534004, 21.363938428635635 40.69040805518906, 21.367555142209113 40.68745631050577, 21.3663101575702 40.68415223446181, 21.362728378911317 40.68305076542139, 21.355771495010895 40.68618057193091, 21.35339201789124 40.686738803272426, 21.3486116499456 40.68746387942438, 21.343810130222334 40.68872120534028, 21.33899588122586 40.69158319233574, 21.333300727022845 40.696081573435954, 21.3304410057658 40.69783799900726, 21.32800461579477 40.697909795881756, 21.324995331686836 40.70078070369005, 21.323199799896933 40.701667950975605, 21.319374462673974 40.70289276341447, 21.31790429383573 40.7060453236798, 21.314808709863875 40.71032925944864, 21.312833384596985 40.71267587786675, 21.31408680301529 40.71600206817005, 21.319134189977564 40.716959495977335, 21.321694428100034 40.7154372984197, 21.32247912816466 40.71289147573686, 21.324823859732508 40.708916267336754, 21.326331835459822 40.70811924065889, 21.32993323774498 40.70706920330259, 21.33164538519015 40.70467652146719, 21.334192598254106 40.7027861238525, 21.339203118792213 40.700724789717164)), ((21.31443910609442 40.70064216519134, 21.318149964038792 40.7007284876088, 21.320854012495403 40.69879243818925, 21.320967227845735 40.69596822785335, 21.31842355688956 40.693910255595966, 21.314713076566917 40.69382395382242, 21.312009066810734 40.69575986229572, 21.311895474000234 40.69858405199146, 21.31443910609442 40.70064216519134)), ((21.313324268413115 40.72418470272709, 21.317036431028654 40.72427110187125, 21.31975403576384 40.72232614384404, 21.319996626458256 40.719776356485866, 21.318628908953972 40.71811130101251, 21.314121466741884 40.717256390739756, 21.311042000677496 40.71908700026306, 21.310789119392247 40.722134070585426, 21.313324268413115 40.72418470272709)))",40.70072479,21.33920312
235,ΒΟΙΩΤΙΑΣ,Π. ΣΤΕΡΕΑΣ ΕΛΛΑΔΑΣ,ΟΧΙ,2.5,2.5,5/10/2021,,"MULTIPOLYGON (((22.671868804532597 38.49422870600574, 22.67182579098126 38.49657121795109, 22.674806557108806 38.49660498532743, 22.674849474195558 38.49426247056637, 22.671868804532597 38.49422870600574)))",38.49422871,22.6718688
236,ΦΩΚΙΔΑΣ,Π. ΣΤΕΡΕΑΣ ΕΛΛΑΔΑΣ,ΟΧΙ,10,10,5/10/2021,,"MULTIPOLYGON (((22.253193959620383 38.49692320488421, 22.25223201755169 38.494025287792795, 22.248715939650882 38.49244086232288, 22.24361162258647 38.494887528933546, 22.237561446021893 38.49849118111097, 22.238868928801566 38.50130429875294, 22.24262103461957 38.50262222919239, 22.247267429432007 38.50016876016822, 22.253193959620383 38.49692320488421)))",38.4969232,22.25319396
237,ΦΩΚΙΔΑΣ,Π. ΣΤΕΡΕΑΣ ΕΛΛΑΔΑΣ,ΟΧΙ,10,10,5/10/2021,,"MULTIPOLYGON (((22.235127121352832 38.523054802964595, 22.241257544331297 38.5256701634693, 22.244051169173353 38.523999993403706, 22.244703278861195 38.52076578082473, 22.237300936833392 38.51858201246019, 22.230825096749292 38.516051339898276, 22.22849673435916 38.517457904828596, 22.227724860410593 38.52087043108581, 22.235127121352832 38.523054802964595)))",38.5230548,22.23512712
238,ΦΩΚΙΔΑΣ,Π. ΣΤΕΡΕΑΣ ΕΛΛΑΔΑΣ,ΝΑΙ,3,,2/18/2020,,"MULTIPOLYGON (((22.166147434943714 38.37126580445543, 22.166227244900224 38.36810411718748, 22.163469873550888 38.368060946171944, 22.163389943751643 38.37122262857566, 22.166147434943714 38.37126580445543)))",38.3712658,22.16614743
239,ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ,Π. ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ,ΟΧΙ,44,43.7,9/29/2010,,"MULTIPOLYGON (((21.05427878708394 38.52444689454641, 21.05090679130738 38.52475043339073, 21.052547667749096 38.533232633289536, 21.05568328603436 38.53316608653111, 21.05427878708394 38.52444689454641)), ((21.06011895926191 38.557998388512125, 21.06011895926192 38.55799838851214, 21.065868918521193 38.55369722061257, 21.065020539227845 38.552185820278815, 21.063499344101533 38.54515630611938, 21.05685988254187 38.5472036782983, 21.055630529893264 38.5431526902032, 21.0509672453374 38.54398729015445, 21.051345241701792 38.552872390149375, 21.05223607959579 38.55501352175608, 21.06011895926191 38.557998388512125)), ((21.05610264833578 38.56097104567114, 21.0601189592539 38.557998388516175, 21.052236079596884 38.555013521758944, 21.052352850609854 38.555294172069814, 21.05274665771022 38.56002407220101, 21.05610264833578 38.56097104567114)))",38.52444689,21.05427879
240,"ΑΡΓΟΛΙΔΑΣ,ΑΡΚΑΔΙΑΣ",Π. ΠΕΛΟΠΟΝΝΗΣΟΥ,ΟΧΙ,21,,7/20/2017,,"MULTIPOLYGON (((22.500308575063578 37.598271718831526, 22.501822974471793 37.598444170529596, 22.502395069258355 37.59533304460119, 22.503424472395206 37.59313799569977, 22.505377819999996 37.59117995899586, 22.50703900482681 37.58910102772651, 22.509842620224877 37.587658378451366, 22.51353237430661 37.5866414101526, 22.513034296344326 37.58549052181217, 22.50916235223473 37.58655925005835, 22.505923993385007 37.58822169813964, 22.504134635735028 37.590479243192796, 22.502077557134218 37.592526069668786, 22.500905909981118 37.595034743787856, 22.500308575063578 37.598271718831526)))",37.59827172,22.50030858
241,"ΑΡΓΟΛΙΔΑΣ,ΑΡΚΑΔΙΑΣ",Π. ΠΕΛΟΠΟΝΝΗΣΟΥ,ΟΧΙ,21,,7/20/2017,,"MULTIPOLYGON (((22.517781334533012 37.582549000942, 22.518862975751503 37.58340076277694, 22.524380491888564 37.5798467603219, 22.532881112161068 37.571399638471526, 22.531730315406655 37.57061023271217, 22.523345546402105 37.57892353089208, 22.52112429600238 37.580725303043735, 22.517781334533012 37.582549000942)))",37.582549,22.51778133
242,ΡΟΔΟΠΗΣ,Π. ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ - ΘΡΑΚΗΣ,ΟΧΙ,16.8,,4/24/2020,,"MULTIPOLYGON (((25.533393566004623 40.93081439500496, 25.535648054659948 40.93131458813942, 25.537742448020502 40.927132266858585, 25.536433924581083 40.925785747463564, 25.53543754221948 40.92270438229219, 25.53592146105562 40.919051566736755, 25.535815810282397 40.91697567716843, 25.535201428306006 40.91507771048314, 25.53356609463455 40.915289087989265, 25.534185651392384 40.91718681451607, 25.53306412166577 40.92014378156408, 25.534115161177073 40.92604163977108, 25.535298422685862 40.927376161845146, 25.533393566004623 40.93081439500496)))",40.9308144,25.53339357
243,ΚΙΛΚΙΣ,Π. ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,ΝΑΙ,39.2,39.2,9/25/2014,,"MULTIPOLYGON (((22.58262618338163 41.02078458009511, 22.587143211948003 41.02312801431817, 22.589032043454882 41.02490766663509, 22.591392813785408 41.02575625138313, 22.595731596226397 41.0253227833958, 22.595375248496726 41.021382051478454, 22.589526106804264 41.02014861285778, 22.586432730727584 41.00851771984669, 22.58585560042933 41.00825842231515, 22.581588636687318 41.00871943094854, 22.584331276493298 41.017805955245855, 22.58262618338163 41.02078458009511)), ((22.58262618338163 41.02078458009511, 22.58186038681212 41.02210830642949, 22.57732122480391 41.02467361482296, 22.588552442769583 41.03344113439085, 22.590751870643487 41.03182864335772, 22.59166934196431 41.029524869372146, 22.590889513211366 41.027047214318536, 22.58262618338163 41.02078458009511)))",41.02078458,22.58262618
244,ΑΧΑΪΑΣ,Π. ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ,ΟΧΙ,4,,12/18/2014,,"MULTIPOLYGON (((22.042744050669512 38.080639310169204, 22.048293859323348 38.07815435494281, 22.04691833517675 38.076293157235156, 22.041435556386087 38.078833235296266, 22.042744050669512 38.080639310169204)))",38.08063931,22.04274405
245,ΕΥΒΟΙΑΣ,Π. ΣΤΕΡΕΑΣ ΕΛΛΑΔΑΣ,ΟΧΙ,3,3,12/30/2020,,"MULTIPOLYGON (((24.175520484857955 38.50458952312178, 24.177042008425293 38.50510974789071, 24.17869871627262 38.50519900277271, 24.179539483424897 38.500861109566635, 24.177638407928086 38.50012095045912, 24.175684203401392 38.50438263633077, 24.175520484857955 38.50458952312178)))",38.50458952,24.17552048
246,ΤΡΙΚΑΛΩΝ,Π. ΘΕΣΣΑΛΙΑΣ,ΟΧΙ,3,3,2/17/2021,,"MULTIPOLYGON (((21.33954831805105 39.578528458859104, 21.339865878302323 39.57813935688165, 21.34023294987598 39.57523799972937, 21.338041448238933 39.57318788781029, 21.33438618989904 39.57288784220932, 21.33105975285337 39.57615361602331, 21.331351343282247 39.577655735739974, 21.33954831805105 39.578528458859104)))",39.57852846,21.33954832
247,ΡΕΘΥΜΝΟΥ,Π. ΚΡΗΤΗΣ,ΟΧΙ,27.6,27.6,10/20/2010,,"MULTIPOLYGON (((24.58804524306023 35.229913910809294, 24.588792447058665 35.22746479387375, 24.587057340101204 35.22710837437425, 24.58484024096776 35.22512963868303, 24.582038655110637 35.225650389467795, 24.582718379299806 35.22811270566432, 24.58378159146258 35.22791508666924, 24.5854160575713 35.22937382193552, 24.58804524306023 35.229913910809294)), ((24.599436207695106 35.23354545213451, 24.597102993408054 35.23203487586135, 24.595707563440257 35.230816403465774, 24.593127039117373 35.22835506762975, 24.59047081992764 35.22780953253405, 24.589723663507524 35.23025865922617, 24.591431795772415 35.23060948348086, 24.593418929159427 35.232504865047524, 24.59501724648538 35.23390052621294, 24.597458587428424 35.235481134364235, 24.599912202380015 35.23727261195134, 24.602413018655255 35.23801628260087, 24.605228360204013 35.239486235053306, 24.607939789044632 35.23952794139172, 24.61076278649025 35.240071706752126, 24.613027503871105 35.239378412717144, 24.614590926607484 35.239755816194496, 24.615459510518697 35.237333793992924, 24.61291241346323 35.23671892409494, 24.610559517692973 35.23743923132655, 24.608324610738283 35.23700873109014, 24.606150815502772 35.23697530448115, 24.60377970295924 35.23573728751015, 24.60151638572953 35.23506425416376, 24.599436207695106 35.23354545213451)))",35.22991391,24.58804524
248,ΡΕΘΥΜΝΟΥ,Π. ΚΡΗΤΗΣ,ΟΧΙ,6.9,6.9,10/20/2010,,"MULTIPOLYGON (((24.854259618084455 35.36839941175362, 24.854867282216 35.36585960469674, 24.851638676814755 35.365935223685504, 24.85118857795543 35.36813543901105, 24.848129772556376 35.37005025140835, 24.850001339478343 35.37205607772144, 24.854027174437157 35.369535832226845, 24.854259618084455 35.36839941175362)))",35.36839941,24.85425962
249,ΚΙΛΚΙΣ,Π. ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,ΝΑΙ,35.2,,6/8/2005,,"MULTIPOLYGON (((22.658963701555123 41.09495806623262, 22.657854258275435 41.09170907767924, 22.655393707333143 41.09198811659316, 22.65680277410325 41.09641015211111, 22.661642770999073 41.09730419405467, 22.66238389015697 41.09951067494746, 22.665029817249355 41.10056824081209, 22.667753534253404 41.10485139313999, 22.66966085507562 41.1064837699698, 22.672448020532787 41.108868961512094, 22.67676220774257 41.10931493392349, 22.67892452201801 41.111951974760764, 22.68442191171679 41.11459107900543, 22.685691042021354 41.113065254415694, 22.680677226332513 41.110665948894024, 22.678177899379993 41.1076107209636, 22.67378965568301 41.107299064397445, 22.669750645997762 41.1038475962332, 22.66684273168552 41.09924708993436, 22.66443291500176 41.09829138748921, 22.663601980757353 41.095813646821306, 22.658963701555123 41.09495806623262)), ((22.657854258286946 41.09170907766248, 22.65641303482979 41.08748799859818, 22.651614888439834 41.0845855126633, 22.650004243864423 41.08591780532857, 22.654284928485417 41.08850805338395, 22.655393707327818 41.09198811658042, 22.657854258286946 41.09170907766248)))",41.09495807,22.6589637
250,ΕΒΡΟΥ,Π. ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ - ΘΡΑΚΗΣ,ΟΧΙ,4.2,,12/13/2019,,"MULTIPOLYGON (((26.114960165564842 40.90001465738575, 26.115468092900812 40.90012159899754, 26.116734941359713 40.90040767416984, 26.118424055215733 40.90085769530363, 26.119123866531524 40.900534156314635, 26.12149326971663 40.900467726753696, 26.120849741601823 40.89939250042447, 26.11947835292714 40.89951628050903, 26.115669680099245 40.89894412845359, 26.114960165564842 40.90001465738575)))",40.90001466,26.11496017
251,ΤΡΙΚΑΛΩΝ,Π. ΘΕΣΣΑΛΙΑΣ,ΟΧΙ,3,3,2/17/2021,,"MULTIPOLYGON (((21.399165502622363 39.63915549273639, 21.404021876936092 39.63921914916562, 21.404101829989536 39.63895067995404, 21.400997620067326 39.63783623108581, 21.402301160882438 39.63507275031331, 21.400759436663638 39.634551779494586, 21.39953053369067 39.634389130142665, 21.399395910332398 39.63487257722356, 21.399281869172825 39.635428553725085, 21.399165502622363 39.63915549273639)))",39.63915549,21.3991655
252,ΤΡΙΚΑΛΩΝ,Π. ΘΕΣΣΑΛΙΑΣ,ΟΧΙ,3,3,2/17/2021,,"MULTIPOLYGON (((21.30413125129597 39.60715143061742, 21.307630476677232 39.60821454931414, 21.308484080084074 39.60812623840614, 21.309429786460626 39.605978269168354, 21.30962934405696 39.605524997604256, 21.30982116765871 39.605080957871316, 21.310088109511938 39.604439788847195, 21.3109974236333 39.602166806376964, 21.31028358848417 39.601654805856924, 21.307085521981307 39.600941076781794, 21.30421745318097 39.60192851628623, 21.30413125129597 39.60715143061742)))",39.60715143,21.30413125
253,ΤΡΙΚΑΛΩΝ,Π. ΘΕΣΣΑΛΙΑΣ,ΟΧΙ,21,21,2/16/2021,,"MULTIPOLYGON (((21.396019083884553 39.63047277135047, 21.386902922967483 39.61638574101228, 21.382603611002448 39.6179644938376, 21.391253643702964 39.631726079343196, 21.396019083884553 39.63047277135047)))",39.63047277,21.39601908
254,ΤΡΙΚΑΛΩΝ,Π. ΘΕΣΣΑΛΙΑΣ,ΟΧΙ,3,3,2/17/2021,,"MULTIPOLYGON (((21.427069828579107 39.58479760690655, 21.42861303333798 39.584939890657644, 21.434045603050254 39.58033049396323, 21.433355624039823 39.579468431110044, 21.432002300830977 39.578600707103156, 21.43078160517659 39.578240387777946, 21.42561348915772 39.58356717963973, 21.42641043676206 39.58436859739714, 21.427069828579107 39.58479760690655)))",39.58479761,21.42706983
255,ΕΒΡΟΥ,Π. ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ - ΘΡΑΚΗΣ,ΟΧΙ,3.45,2.999,10/12/2021,,"MULTIPOLYGON (((26.000600605233547 41.08132951769452, 26.000781964467972 41.08730720210249, 26.00868270855031 41.08716969537055, 26.008500634330947 41.08119203973136, 26.000600605233547 41.08132951769452)))",41.08132952,26.00060061
256,ΦΛΩΡΙΝΑΣ,Π. ΔΥΤΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,ΟΧΙ,3,3,11/26/2021,,"MULTIPOLYGON (((21.68865314181214 40.770972793591376, 21.68551528003367 40.772332656686174, 21.686265135111608 40.77299190515814, 21.683662369404818 40.77315683274335, 21.683865243401794 40.77367794044896, 21.686538034516957 40.77523676383388, 21.686893400209147 40.77523951314892, 21.686907201426393 40.775183244846815, 21.68702160521351 40.77495944248696, 21.687221579782413 40.77465979907594, 21.687705911891282 40.773847941963254, 21.687954209149556 40.77335050506585, 21.688031617368942 40.773168329227424, 21.68816357997966 40.772779637907426, 21.68821599750581 40.77263474634942, 21.688317275106844 40.77244753522091, 21.68842259255012 40.77214379644745, 21.68854296542373 40.771747521373655, 21.68864357168991 40.771408733671905, 21.688668142149513 40.77121263772323, 21.688662732784984 40.771026919081194, 21.68865314181214 40.770972793591376)))",40.77097279,21.68865314
257,ΒΟΙΩΤΙΑΣ,Π. ΣΤΕΡΕΑΣ ΕΛΛΑΔΑΣ,ΝΑΙ,21,,4/9/2020,,"MULTIPOLYGON (((22.7097162873346 38.437482641491165, 22.70857498155284 38.43834747798189, 22.711677649791945 38.44156797465039, 22.724906178893747 38.43277311441429, 22.7218299915612 38.43042199533202, 22.720590780901468 38.43069201056043, 22.71918157231354 38.43155749295856, 22.718458761701324 38.43256164913094, 22.718185179521292 38.43262125165112, 22.71677590487009 38.43348670367804, 22.71634205118718 38.43408938003993, 22.71552093733407 38.43426824528076, 22.714111599197683 38.43513366390403, 22.71387702024905 38.4354594946758, 22.712584693598657 38.435740967213675, 22.711175292266585 38.43660634918455, 22.710755750695917 38.437189035153224, 22.709886005578973 38.437378440097795, 22.7097162873346 38.437482641491165)))",38.43748264,22.70971629
258,"ΑΡΓΟΛΙΔΑΣ,ΝΗΣΩΝ",Π. ΠΕΛΟΠΟΝΝΗΣΟΥ,ΝΑΙ,9,9,10/16/2006,,"MULTIPOLYGON (((23.183293916451824 37.56667737480058, 23.175817700758905 37.57105093865107, 23.175710032060476 37.57260046987664, 23.176316133894804 37.57411892988733, 23.17732374499254 37.57517149532131, 23.1788774993476 37.57599350724557, 23.18877254325393 37.56893241600587, 23.183293916451824 37.56667737480058)), ((23.167451551296242 37.57594051778277, 23.172964550887585 37.58022451620025, 23.17645770742555 37.577716211239206, 23.17661454601495 37.57684301856823, 23.172685163024322 37.576815545741155, 23.172703808609167 37.575130195866635, 23.17649721959508 37.57515671920348, 23.17614558692424 37.57418083268647, 23.17512668237423 37.57312817825482, 23.17364076904987 37.57232461849179, 23.167451551296242 37.57594051778277)))",37.56667737,23.18329392
