,kal_perif_enothta,kal_perifereia,epo,power_mw,max_power,imerominia_ekdosis_adeias,area_m2,geometry,xmu,ymu
1040,ΕΥΒΟΙΑΣ,Π. ΣΤΕΡΕΑΣ ΕΛΛΑΔΑΣ,ΟΧΙ,15.84,14.4,5/11/2021,,"MULTIPOLYGON (((23.370566135732673 38.48518553562515, 23.36681540484093 38.48394064726709, 23.363819386044188 38.484615642070736, 23.362106160979476 38.48911509694118, 23.363494054494765 38.4910169090058, 23.366749868519708 38.49228925645814, 23.370514796135517 38.49108731989805, 23.37209561869103 38.48814477973947, 23.370566135732673 38.48518553562515)), ((23.348802406938493 38.48037241895429, 23.345402214047922 38.48128643273436, 23.34187989039922 38.480240944589404, 23.339592565580194 38.48367042911778, 23.342275287432013 38.48846004551215, 23.345201296044458 38.487673670964135, 23.34872783742591 38.488720191175545, 23.351924031083943 38.486951764321105, 23.352453179498237 38.48208272736299, 23.348802406938493 38.48037241895429)), ((23.351946932904156 38.48695280123612, 23.35262861365203 38.487399815378, 23.353432898614557 38.486600930563924, 23.354708996473242 38.48815306075487, 23.3584720781411 38.48940244095289, 23.361480154464193 38.48872491937739, 23.36208271230843 38.489113824720924, 23.36379789867885 38.48460923500955, 23.362288199988814 38.48229847398909, 23.358538953078032 38.48105370750035, 23.354756385145784 38.4822610047765, 23.35384046453659 38.4831708429891, 23.352474540455106 38.48209794050616, 23.351946932904156 38.48695280123612)))",38.48518554,23.37056614
1041,"ΗΛΕΙΑΣ,ΑΧΑΪΑΣ",Π. ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ,ΟΧΙ,31.5,31.5,10/16/2006,,"MULTIPOLYGON (((21.74074670958013 37.90097878270562, 21.74117146396753 37.90132849528284, 21.74135467002358 37.902241669275014, 21.741816289703 37.90296849697486, 21.741363753708868 37.90367080614206, 21.745615378492886 37.907045936507856, 21.74718309193143 37.90842303037024, 21.749265874566152 37.90704302540967, 21.745955935966133 37.90424681489025, 21.746003452904546 37.901104005180855, 21.744574603403173 37.89863344302913, 21.742238850439985 37.89662643306298, 21.740974440181184 37.8972713365103, 21.74074670958013 37.90097878270562)), ((21.722769874378304 37.887042079521215, 21.722004586559578 37.888270236040704, 21.72715869425665 37.89092691471676, 21.727704434140218 37.893848500587914, 21.731076957139706 37.895276516095905, 21.738945911815474 37.90173897192639, 21.740637915063264 37.90097519768777, 21.74086755006125 37.89728709337324, 21.740749272144956 37.8971811207474, 21.74117405707273 37.89625385158313, 21.73879293851683 37.89406212281677, 21.738504488594167 37.89340844444056, 21.737097601050174 37.892192531221006, 21.73382787762593 37.89107036536726, 21.733136473911866 37.89182369721493, 21.731870708942196 37.891647455890464, 21.731644106819214 37.891417166565674, 21.731903869253706 37.89041478849821, 21.72905898373424 37.88946079763321, 21.724722414732714 37.88724278062974, 21.722769874378304 37.887042079521215)))",37.90097878,21.74074671
1042,ΒΟΙΩΤΙΑΣ,Π. ΣΤΕΡΕΑΣ ΕΛΛΑΔΑΣ,ΟΧΙ,3,3,2/10/2020,,"MULTIPOLYGON (((23.151411307770378 38.239187276633196, 23.151427455664983 38.245206967254596, 23.1559324012791 38.24125300900123, 23.15313232808894 38.23918982806008, 23.151411307770378 38.239187276633196)))",38.23918728,23.15141131
1043,ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ,Π. ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ,ΟΧΙ,3,,12/13/2019,,"MULTIPOLYGON (((21.174106674132783 38.52300609375301, 21.178356149855023 38.52167612106142, 21.17665207813705 38.518328503281204, 21.172402423363707 38.519667422098074, 21.174106674132783 38.52300609375301)))",38.52300609,21.17410667
1044,ΦΘΙΩΤΙΔΑΣ,Π. ΣΤΕΡΕΑΣ ΕΛΛΑΔΑΣ,ΟΧΙ,9,8.8,5/10/2021,,"MULTIPOLYGON (((23.003230236047166 38.574682935104235, 23.003230236047155 38.57468293510423, 23.004377154135923 38.57509127546095, 23.01441478605373 38.572247434565206, 23.011441672670706 38.568058970789394, 23.0073038078872 38.56846552403527, 23.005022320693097 38.56826591984537, 23.00490762617416 38.567645672135065, 23.003632371312413 38.56800592662529, 23.001669702287447 38.57127873784068, 23.003230236047166 38.574682935104235)))",38.57468294,23.00323024
1045,ΚΟΖΑΝΗΣ,Π. ΔΥΤΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,ΟΧΙ,3,,12/13/2019,,"MULTIPOLYGON (((22.05583767442399 40.14691653802869, 22.060519135382712 40.146589678124315, 22.06009284636503 40.143006107273386, 22.05542362054723 40.143324148672804, 22.05583767442399 40.14691653802869)))",40.14691654,22.05583767
1046,ΚΟΖΑΝΗΣ,Π. ΔΥΤΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,ΟΧΙ,3,,12/13/2019,,"MULTIPOLYGON (((21.9928109304819 40.12258068913407, 21.995802734433653 40.119803816553464, 21.992173999854074 40.117506808304185, 21.9891938851416 40.12028379067552, 21.9928109304819 40.12258068913407)))",40.12258069,21.99281093
1047,ΒΟΙΩΤΙΑΣ,Π. ΣΤΕΡΕΑΣ ΕΛΛΑΔΑΣ,ΟΧΙ,3,3,11/23/2011,0,"MULTIPOLYGON (((22.815729384331906 38.396765975913794, 22.81572705468166 38.396908772907445, 22.816642147080866 38.396920516940845, 22.81665349283373 38.39622452652736, 22.815738152235653 38.396228534090376, 22.815729384331906 38.396765975913794)))",38.39676598,22.81572938
1048,ΦΩΚΙΔΑΣ,Π. ΣΤΕΡΕΑΣ ΕΛΛΑΔΑΣ,ΟΧΙ,3,,12/13/2019,,"MULTIPOLYGON (((22.26639465443404 38.420686375172345, 22.270510282666955 38.419098136893915, 22.268502935021143 38.41586048061961, 22.264387451990753 38.41744865251578, 22.26639465443404 38.420686375172345)))",38.42068638,22.26639465
1049,ΦΩΚΙΔΑΣ,Π. ΣΤΕΡΕΑΣ ΕΛΛΑΔΑΣ,ΟΧΙ,3,,12/13/2019,,"MULTIPOLYGON (((22.193440399392852 38.413402553709055, 22.197463504484954 38.415122571868054, 22.19964971847449 38.41194820022537, 22.19562673166885 38.41022825931185, 22.193440399392852 38.413402553709055)))",38.41340255,22.1934404
1050,ΦΩΚΙΔΑΣ,Π. ΣΤΕΡΕΑΣ ΕΛΛΑΔΑΣ,ΟΧΙ,3,,12/13/2019,,"MULTIPOLYGON (((22.295681784316177 38.41344743593815, 22.30026152570566 38.41351395886563, 22.300345954408684 38.409910661650045, 22.29576644023416 38.40984414726092, 22.295681784316177 38.41344743593815)))",38.41344744,22.29568178
1051,ΚΟΖΑΝΗΣ,Π. ΔΥΤΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,ΟΧΙ,3,,12/13/2019,,"MULTIPOLYGON (((21.95627616400748 40.11928488934136, 21.957806754840405 40.11736433401995, 21.955305096930353 40.11618924347269, 21.953774579411636 40.118109857089706, 21.95627616400748 40.11928488934136)))",40.11928489,21.95627616
1052,ΚΟΖΑΝΗΣ,Π. ΔΥΤΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,ΟΧΙ,3,,12/13/2019,,"MULTIPOLYGON (((22.000468425880594 40.1339739469075, 22.00476004773641 40.13250752158383, 22.002849547483763 40.12921346521545, 21.998569828004037 40.13068002733153, 22.000468425880594 40.1339739469075)))",40.13397395,22.00046843
1053,ΦΩΚΙΔΑΣ,Π. ΣΤΕΡΕΑΣ ΕΛΛΑΔΑΣ,ΟΧΙ,3,,12/13/2019,,"MULTIPOLYGON (((22.282032885262275 38.39299072120681, 22.285013476627338 38.39417628993171, 22.285813263602687 38.39410878171613, 22.286177249325384 38.39453619512326, 22.28818458909685 38.39140463313344, 22.284101151236154 38.389776948271404, 22.282032885262275 38.39299072120681)))",38.39299072,22.28203289
1054,ΚΙΛΚΙΣ,Π. ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,ΟΧΙ,3,,12/13/2019,,"MULTIPOLYGON (((22.555750102651405 41.03330646517052, 22.557085438346355 41.03129465396755, 22.554428714258993 41.030283480131466, 22.553093319888 41.03229525988402, 22.555750102651405 41.03330646517052)))",41.03330647,22.5557501
1055,ΚΙΛΚΙΣ,Π. ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,ΟΧΙ,3,,12/13/2019,,"MULTIPOLYGON (((22.511699638915182 41.08121753792772, 22.513675954906827 41.07953430445779, 22.51145149723183 41.078038873697146, 22.509475169520435 41.07972215927425, 22.511699638915182 41.08121753792772)))",41.08121754,22.51169964
1056,ΚΙΛΚΙΣ,Π. ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,ΟΧΙ,3,,12/13/2019,,"MULTIPOLYGON (((22.609918415416598 41.068825644274554, 22.610313192815045 41.066593885091955, 22.607364397596953 41.06629516719946, 22.606969643708396 41.06852682621073, 22.609918415416598 41.068825644274554)))",41.06882564,22.60991842
1057,ΚΙΛΚΙΣ,Π. ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,ΟΧΙ,3,,12/13/2019,,"MULTIPOLYGON (((22.53105018153536 41.08267263671213, 22.53385666845395 41.0819243610556, 22.532867732340915 41.07980074223354, 22.53006120496832 41.08054908393022, 22.53105018153536 41.08267263671213)))",41.08267264,22.53105018
1058,ΚΙΛΚΙΣ,Π. ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,ΟΧΙ,3,,12/13/2019,,"MULTIPOLYGON (((22.575760614573557 41.08733286455926, 22.576880342926167 41.085246657280884, 22.574123091116697 41.08439953505714, 22.57300341241822 41.086485626064935, 22.575760614573557 41.08733286455926)))",41.08733286,22.57576061
1059,ΒΟΙΩΤΙΑΣ,Π. ΣΤΕΡΕΑΣ ΕΛΛΑΔΑΣ,ΟΧΙ,3,3,11/23/2011,,"MULTIPOLYGON (((22.81775040784943 38.39604989230433, 22.819638168331878 38.39469353012293, 22.81892312935204 38.39408083972358, 22.816718417008786 38.395176782898446, 22.81775040784943 38.39604989230433)))",38.39604989,22.81775041
1060,ΒΟΙΩΤΙΑΣ,Π. ΣΤΕΡΕΑΣ ΕΛΛΑΔΑΣ,ΟΧΙ,3,3,11/23/2011,,"MULTIPOLYGON (((22.822203339906924 38.39248927962569, 22.823310427784417 38.3925003987639, 22.823328890382793 38.391361221018194, 22.82222181986604 38.391350102331266, 22.822203339906924 38.39248927962569)))",38.39248928,22.82220334
1061,ΛΑΡΙΣΑΣ,Π. ΘΕΣΣΑΛΙΑΣ,ΟΧΙ,3,,1/22/2020,,"MULTIPOLYGON (((22.008776678753172 40.04605494563483, 22.01115173076953 40.04406293193407, 22.00855981933254 40.04223746324392, 22.00618475698958 40.04422951412261, 22.008776678753172 40.04605494563483)))",40.04605495,22.00877668
1062,ΒΟΙΩΤΙΑΣ,Π. ΣΤΕΡΕΑΣ ΕΛΛΑΔΑΣ,ΟΧΙ,3,3,11/20/2020,,"MULTIPOLYGON (((22.866055614768367 38.30168103167609, 22.86656178515512 38.30213291835191, 22.869786623193622 38.30133744943201, 22.869106531422926 38.2995948397135, 22.866824711026375 38.299424571253965, 22.866055614768367 38.30168103167609)))",38.30168103,22.86605561
1063,ΣΥΡΟΥ,Π. ΝΟΤΙΟΥ ΑΙΓΑΙΟΥ,ΝΑΙ,1.7,1.2,3/8/2005,,"MULTIPOLYGON (((24.912772355724233 37.48114964265458, 24.91399077821701 37.481825238245165, 24.916435968646837 37.48107621578038, 24.91623928572001 37.47978883171824, 24.91511783217429 37.47964429597722, 24.912772355724233 37.48114964265458)))",37.48114964,24.91277236
1064,ΡΟΔΟΠΗΣ,Π. ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ - ΘΡΑΚΗΣ,ΟΧΙ,3,,4/9/2020,,"MULTIPOLYGON (((25.662552348340842 41.22251818045002, 25.669139549181757 41.222594006799305, 25.669206399119297 41.21959360211685, 25.662612657441873 41.219247653071314, 25.662552348340842 41.22251818045002)))",41.22251818,25.66255235
1065,ΕΒΡΟΥ,Π. ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ - ΘΡΑΚΗΣ,ΟΧΙ,4,4,9/12/2022,,"MULTIPOLYGON (((25.98788891607722 41.01894859426437, 25.98608934437771 41.02278074133371, 25.992252290506272 41.02443078284126, 25.994318895984396 41.019999433843594, 25.98788891607722 41.01894859426437)))",41.01894859,25.98788892
1066,ΒΟΙΩΤΙΑΣ,Π. ΣΤΕΡΕΑΣ ΕΛΛΑΔΑΣ,ΟΧΙ,2,2,9/24/2004,,"MULTIPOLYGON (((22.769584125615186 38.35691943648931, 22.774505738615698 38.354755437116154, 22.7737285583273 38.35277877968592, 22.768876660743608 38.355688102420466, 22.769584125615186 38.35691943648931)))",38.35691944,22.76958413
1067,ΚΟΖΑΝΗΣ,Π. ΔΥΤΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,ΟΧΙ,3,,1/22/2020,,"MULTIPOLYGON (((21.896243273514266 40.12232989701682, 21.89710670190931 40.11971068395053, 21.893694907186802 40.11904779378145, 21.892831475665783 40.121666980659526, 21.896243273514266 40.12232989701682)))",40.1223299,21.89624327
1068,ΚΙΛΚΙΣ,Π. ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,ΟΧΙ,3,,3/5/2020,,"MULTIPOLYGON (((22.590480042485762 41.11833279088719, 22.59188097365962 41.11634600031656, 22.58925386725953 41.115286628574545, 22.587852881180716 41.11727338663308, 22.590480042485762 41.11833279088719)))",41.11833279,22.59048004
1069,"ΠΡΕΒΕΖΑΣ,ΙΩΑΝΝΙΝΩΝ,ΑΡΤΑΣ",Π. ΗΠΕΙΡΟΥ,ΝΑΙ,34.4,34.4,2/17/2011,,"MULTIPOLYGON (((20.986246165550575 39.403703931597555, 20.98906451093341 39.40033662969086, 20.98970066847099 39.39728967168174, 20.994070659230918 39.39559650676022, 20.995039088461425 39.39369503779244, 20.995082006772655 39.39287117079379, 20.99445441126172 39.3923812025703, 20.9921977515867 39.39234283644322, 20.991631860530962 39.39271915204771, 20.991629916086964 39.3927211736281, 20.99159164869165 39.39361145995752, 20.99116093546541 39.393562568422254, 20.990885701337852 39.393788578024534, 20.990883018559927 39.393788868912246, 20.989698788045743 39.394267175745554, 20.989162891971468 39.3943368941307, 20.9882652880514 39.394755948140855, 20.986957593379138 39.39513211728556, 20.986286438098833 39.39588915855441, 20.986576484831755 39.39637933912306, 20.985800572952613 39.397581461276104, 20.985812490066785 39.39776842099016, 20.98551932864025 39.39818069325374, 20.98541662394536 39.39906894460672, 20.984737992235996 39.399227545061684, 20.98357930952836 39.40102237267325, 20.983601480745293 39.40110600388316, 20.983509755191715 39.40113019798427, 20.982033339018976 39.40341717041978, 20.979609289161164 39.40307387486873, 20.978976822167198 39.4035443339452, 20.97870047503944 39.40498270077447, 20.979050959824317 39.405500684194436, 20.9825398102396 39.40599946460092, 20.985193126277117 39.40496210000887, 20.986057156499488 39.403929731991056, 20.986032664634692 39.403719295229045, 20.986246165550575 39.403703931597555)), ((20.994782787343226 39.389705680349614, 20.9921148004417 39.3896020900228, 20.991752898650883 39.38985973067679, 20.991662829176196 39.391955422870446, 20.992149339556278 39.392307712831474, 20.99449683939935 39.39235023007496, 20.99513338066109 39.391885463627325, 20.995224906717855 39.390129326499455, 20.994782787343226 39.389705680349614)), ((20.995360441694203 39.387526198061316, 20.992496725949913 39.38690309695053, 20.991754900335795 39.38743322774007, 20.99184296645864 39.38776385758486, 20.991776642322257 39.38930723803234, 20.992083019239804 39.389574423128025, 20.994813895805812 39.38968144153447, 20.995266543175195 39.38932974818938, 20.995360441694203 39.387526198061316)), ((21.0015731022502 39.384789805135554, 21.001510360803465 39.384560727914135, 21.000633548588702 39.38369439510597, 20.99967220250491 39.38344951741595, 20.998614683146073 39.383593378492456, 20.997900120424514 39.384003993191286, 20.997008926485517 39.38402628868884, 20.996611608822978 39.383865857395, 20.995431125634912 39.384026420914836, 20.99497594833595 39.383899711083544, 20.99409521791597 39.38443536559112, 20.99347641290519 39.384569712593255, 20.99247112213643 39.38529950426282, 20.992228040375103 39.386245208884645, 20.992485698439513 39.38687605713628, 20.995361585079987 39.38750496810385, 20.99538556830682 39.38704355395728, 21.00140792845461 39.385860052498415, 21.00145161267283 39.38579145514099, 21.0015731022502 39.384789805135554)), ((21.010476062252184 39.38243261671283, 21.008795333709106 39.381625663671876, 21.007928656592792 39.38171605630128, 21.007317011500536 39.382409176166206, 21.00582225188707 39.38261265273432, 21.005590732226757 39.382790368985226, 21.00496575548283 39.38289615262824, 21.004717234334816 39.382763003557926, 21.001971568572667 39.383137332743686, 21.001560727994068 39.38453121862295, 21.00163984565437 39.38475468261989, 21.00256611346019 39.385632372395165, 21.00992679343131 39.38418528847624, 21.010731135564594 39.3829454415621, 21.010476062252184 39.38243261671283)), ((21.008781397245237 39.38159593807346, 21.010509220269803 39.382430856916606, 21.011085525359817 39.38239901126298, 21.012428084049496 39.38032926961799, 21.010133342129844 39.379217840593824, 21.008522600008313 39.38104301644325, 21.008523068274293 39.38104564089732, 21.008781397245237 39.38159593807346)), ((20.995674146395704 39.38377344315986, 20.997290460742022 39.38209020536291, 20.99681245420317 39.38115631224174, 20.995779843240378 39.380620216165944, 20.994355393527503 39.3806705096498, 20.99357159947617 39.38145279096788, 20.993497658228016 39.38116621754815, 20.99302750300034 39.3820456068861, 20.993207334460937 39.38289379215097, 20.99402613184895 39.38361923191669, 20.99502708284811 39.383868603000586, 20.995674146395704 39.38377344315986)), ((21.002216426552682 39.37695990895699, 20.999767366363354 39.37551765832631, 20.999452128253466 39.37558258046485, 20.998024920172384 39.37700751318816, 20.99820627437488 39.377834922025414, 20.99902496174766 39.37856014386519, 21.000456022118552 39.37879345369999, 21.002216426552682 39.37695990895699)), ((20.9920197782544 39.37642333110653, 20.99026102414504 39.37621954059503, 20.98954687731444 39.37650237805247, 20.989456760606554 39.378806521502106, 20.98954251987115 39.379128265343795, 20.990503030230634 39.379455179536876, 20.99173497747303 39.37932986797299, 20.992807146967674 39.37849227041908, 20.99257855085414 39.37760687987116, 20.992629994638083 39.376892773489224, 20.9920197782544 39.37642333110653)), ((20.99183370096506 39.36907325771634, 20.98981137291322 39.370046060501146, 20.989669540543574 39.37367569585341, 20.98978099080676 39.37377767240537, 20.989660582518194 39.373905715360955, 20.98959195514366 39.3756616323524, 20.990244499381085 39.376196231813566, 20.99207489667066 39.37640746121311, 20.9926828243133 39.37617609045483, 20.993123809261483 39.37009771945214, 20.991973998182623 39.36908985932068, 20.99183370096506 39.36907325771634)), ((20.991771466470755 39.369073899641755, 20.991817578935937 39.36895411145841, 20.98974429513255 39.367131857353364, 20.989142323451166 39.36694817648548, 20.98913904660989 39.36694881229473, 20.988630243411922 39.36712751215344, 20.9878098962674 39.367852598623315, 20.98762926806743 39.368374542844556, 20.987930975868995 39.36940110495791, 20.989812652922215 39.3700135737602, 20.991771466470755 39.369073899641755)), ((20.98760160363569 39.36648902445824, 20.984894126505502 39.365676295686995, 20.98438597164961 39.36589922436877, 20.9837319211797 39.36790416569624, 20.983848941404066 39.36807583613072, 20.986179771973397 39.36883468722932, 20.986810369682775 39.36863095888622, 20.987568393036756 39.36800353630063, 20.987811135140667 39.36738384001249, 20.98760160363569 39.36648902445824)), ((20.985771441371558 39.390979465476285, 20.984720906824883 39.39089862333294, 20.982984212217755 39.392028240219794, 20.98289926293067 39.392291418332796, 20.985087471248068 39.39386202366521, 20.985275769246236 39.394180393759065, 20.986478317404572 39.39374647743828, 20.987063985366365 39.39301676605164, 20.987100973172783 39.392157527160485, 20.986579159045977 39.391398930106995, 20.985771441371558 39.390979465476285)), ((20.988866524359178 39.38892805088042, 20.987613760423912 39.38791711984354, 20.986717343502892 39.387973251437195, 20.985875266843568 39.388349947255776, 20.985289509216784 39.38907974115981, 20.98528860633253 39.39004414072559, 20.985978255014263 39.39084619064755, 20.98726588717761 39.39122296145088, 20.988582817489664 39.390913688004815, 20.98942200586552 39.38994055167883, 20.989431764205833 39.38990260938836, 20.988866524359178 39.38892805088042)), ((20.983004979552636 39.39196391984187, 20.984649677644803 39.39089740640925, 20.98474994015971 39.39005755581793, 20.984293316915437 39.389274155363296, 20.98339327037628 39.38877291681097, 20.982018094978297 39.38873722537618, 20.980769999854196 39.3895179919827, 20.98113895407168 39.391027715678106, 20.98246807626333 39.39198187401141, 20.983004979552636 39.39196391984187)), ((20.986465928319618 39.3869908707221, 20.983862746338318 39.384890111511616, 20.983711308456787 39.38492933211159, 20.982310631851636 39.38655077115405, 20.982607204307115 39.38736749952232, 20.9838030627486 39.38808063598594, 20.985178567683327 39.38804641064093, 20.98598692330869 39.3876278580925, 20.986465928319618 39.3869908707221)), ((20.982284691391566 39.38647929299746, 20.9836223218555 39.38495242660714, 20.9835951899592 39.38467417846586, 20.98301610589489 39.38420684806108, 20.98318977069654 39.38394002614038, 20.982238130771044 39.38338519259803, 20.980357786860058 39.383526533037184, 20.979596551796103 39.38471521466715, 20.97993042282257 39.38608188092607, 20.98127139718713 39.386591803218636, 20.982284691391566 39.38647929299746)), ((20.98490149126856 39.381309790178705, 20.983187200473548 39.379624465809066, 20.981519717309343 39.38022914901898, 20.981052982586004 39.38150241759802, 20.981425798193506 39.381858465141256, 20.981289886817738 39.382070773932455, 20.982550428456815 39.382872531591474, 20.98390318840131 39.38284385534483, 20.98490149126856 39.381309790178705)), ((20.981736903985055 39.37819847189994, 20.981123894343764 39.377189486257464, 20.97819978731329 39.3778576945138, 20.979310713127052 39.37983811052621, 20.979777264819276 39.380283798468284, 20.981331553995712 39.37999230113525, 20.982224714042694 39.37869776064594, 20.981736903985055 39.37819847189994)), ((20.98107008556982 39.37716682958258, 20.981092142391578 39.3771371345751, 20.979620281222015 39.374714242050295, 20.97934099604993 39.37469068144813, 20.977220342503436 39.375750157082805, 20.977132262372958 39.375954155968, 20.978161961142572 39.37779014040617, 20.978228749880362 39.377818630814254, 20.98107008556982 39.37716682958258)), ((20.979248823363726 39.374682971839704, 20.979387930673603 39.374331750795825, 20.978706926265794 39.373210815264144, 20.977494306081166 39.372365852705414, 20.976215478024198 39.37257933714576, 20.975356925636568 39.37330306874241, 20.975338991520566 39.37333133850718, 20.97515776664557 39.3741789843403, 20.976807751166653 39.375375676244886, 20.976967363734673 39.37566025328724, 20.977251027323867 39.375679249184465, 20.979248823363726 39.374682971839704)), ((20.975199919091892 39.37333465682845, 20.976226288679197 39.37251980350636, 20.976392815159446 39.371598175942026, 20.97439686614826 39.370207266809885, 20.9738191755243 39.370243669584, 20.97217068834492 39.37201258078365, 20.974255423055908 39.37352456731798, 20.975199919091892 39.37333465682845)))",39.40370393,20.98624617
1070,ΧΑΝΙΩΝ,Π. ΚΡΗΤΗΣ,ΟΧΙ,55,55,10/20/2010,,"MULTIPOLYGON (((23.728686567166317 35.639976563305986, 23.726165330814244 35.63855186239596, 23.72319117200878 35.641502826789754, 23.72150175464636 35.64505858382558, 23.720402251037502 35.648727859785154, 23.71837991792169 35.65301335447464, 23.721760391150045 35.65688715935769, 23.723141422097417 35.662882248242525, 23.726181699134454 35.66241574680452, 23.72467470544389 35.65587488246817, 23.721864052143783 35.65265424882512, 23.723359718376376 35.649484504217604, 23.72445823088583 35.645818093877885, 23.72629630631898 35.64194912883097, 23.728686567166317 35.639976563305986)), ((23.726531136458295 35.63166877126586, 23.727032059198425 35.62926594834807, 23.728430966332088 35.62600492553212, 23.73107239091132 35.622952893632146, 23.732404229098442 35.61800086770958, 23.733583353012577 35.61097945152616, 23.730478829404472 35.61088434326379, 23.729357869223332 35.61755788141042, 23.72818646048753 35.6219128153747, 23.72565581719155 35.62483670781471, 23.72402742080196 35.62863238445914, 23.723496241646863 35.63117988693229, 23.726531136458295 35.63166877126586)))",35.63997656,23.72868657
1071,ΡΕΘΥΜΝΟΥ,Π. ΚΡΗΤΗΣ,ΟΧΙ,15,15,10/20/2010,,"MULTIPOLYGON (((24.576050483176395 35.19755949570257, 24.57984616520206 35.19635897338693, 24.578740288165697 35.19400311174586, 24.574927436758234 35.195209058234354, 24.572632135168437 35.195961102554044, 24.570340200771984 35.19651221658763, 24.566560814203537 35.19744233440749, 24.56744408696301 35.19986070320756, 24.571214214005572 35.198932861099046, 24.57363682471566 35.19835032115381, 24.576050483176395 35.19755949570257)))",35.1975595,24.57605048
1072,ΧΑΝΙΩΝ,Π. ΚΡΗΤΗΣ,ΟΧΙ,40,40,10/20/2010,,"MULTIPOLYGON (((23.73300389311018 35.60374454838647, 23.72993797996881 35.60341546868883, 23.72899347554875 35.61071766954466, 23.732111299256037 35.6106474798103, 23.73300389311018 35.60374454838647)), ((23.734717909320867 35.596828736570245, 23.735417350382342 35.59272422682009, 23.734980204206657 35.58920975062493, 23.735506783908306 35.5858568331779, 23.73651211432403 35.58182439827584, 23.737608806719138 35.578073144716186, 23.73774258982 35.57448596892093, 23.73768785121605 35.57145534564224, 23.734597922362664 35.57147066047487, 23.73465185792102 35.57446285583599, 23.734529588056223 35.577737961509946, 23.733494198107334 35.58127906401523, 23.732455750094882 35.58544370491135, 23.731869407567064 35.58917623875564, 23.732304723999007 35.592677106563286, 23.73168739750838 35.59628412125549, 23.733027444751976 35.596781072875146, 23.734717909320867 35.596828736570245)))",35.60374455,23.73300389
1073,ΡΟΔΟΠΗΣ,Π. ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ - ΘΡΑΚΗΣ,ΟΧΙ,3,,4/9/2020,,"MULTIPOLYGON (((25.680696469872164 41.23737798236375, 25.683224874418087 41.23546752650877, 25.67987834791134 41.23292230923854, 25.677325623382053 41.23481503208452, 25.680696469872164 41.23737798236375)))",41.23737798,25.68069647
1074,ΜΕΣΣΗΝΙΑΣ,Π. ΠΕΛΟΠΟΝΝΗΣΟΥ,ΝΑΙ,22.5,22.5,7/15/2003,,"MULTIPOLYGON (((21.89361864085253 36.75508325574769, 21.891354452583396 36.755704455538485, 21.88483065651684 36.75873416098346, 21.880591450392053 36.76217376471696, 21.869939710323788 36.76656189671655, 21.870016154199675 36.768391091947734, 21.872119748764117 36.7696270544783, 21.874339357108727 36.76934763307355, 21.875893439515266 36.76972092011718, 21.876348235361945 36.76858742068731, 21.879505486172626 36.769878534699195, 21.880385303472174 36.772102398455615, 21.88251781605264 36.77155454397743, 21.88135494933587 36.768622640352994, 21.87629242936939 36.7665494916498, 21.88199762978583 36.763586814833594, 21.886213722210055 36.76017379006891, 21.892283842783478 36.757352284182055, 21.894316022279444 36.756795451240215, 21.89361864085253 36.75508325574769)), ((21.89917575608764 36.75546367064906, 21.898427965571035 36.75376359689719, 21.893947016695055 36.75499315850087, 21.894672073843342 36.7566978858862, 21.89917575608764 36.75546367064906)), ((21.899524425363715 36.755368110413244, 21.902880920901758 36.75444812608192, 21.902154563739998 36.75274086665575, 21.898809170705412 36.75365898538873, 21.899524425363715 36.755368110413244)))",36.75508326,21.89361864
1075,ΚΟΖΑΝΗΣ,Π. ΔΥΤΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,ΟΧΙ,3,,1/22/2020,,"MULTIPOLYGON (((21.92210656342509 40.15444876166095, 21.925530858024814 40.15381941114604, 21.92471063299587 40.15119188373775, 21.92128646496106 40.15182121339705, 21.92210656342509 40.15444876166095)))",40.15444876,21.92210656
