,kal_perif_enothta,kal_perifereia,epo,power_mw,max_power,imerominia_ekdosis_adeias,area_m2,geometry,xmu,ymu
197,ΚΕΦΑΛΛΗΝΙΑΣ,Π. ΙΟΝΙΩΝ ΝΗΣΩΝ,ΝΑΙ,39,39,9/15/2003,,"MULTIPOLYGON (((20.522570144349316 38.31210862986784, 20.52355716366382 38.31014575759254, 20.52228366568934 38.3080307769587, 20.51957893870663 38.307267298741145, 20.51860233703941 38.30511893136838, 20.516615474785077 38.304254935247535, 20.514098825574337 38.30285607782862, 20.510846540653514 38.303801976287545, 20.5100750426752 38.30609650900332, 20.51112348492029 38.30768687429246, 20.513462437996633 38.30860668742064, 20.514684224626084 38.31115905883263, 20.517410638864693 38.31186805175739, 20.519961686707614 38.31293074583669, 20.522570144349316 38.31210862986784)), ((20.498896009414505 38.293797239116266, 20.500410568014026 38.295053867645, 20.500736504541702 38.29671953168343, 20.50168386879168 38.297668044305716, 20.504895922452725 38.30190633364175, 20.50678033386129 38.30246573656855, 20.50929866412334 38.30173691756904, 20.51045687442625 38.300022770479295, 20.510009303575313 38.298311149200664, 20.50878761229305 38.29728461054656, 20.508441033628998 38.29618414584267, 20.507499504075724 38.295256301057854, 20.50696838429078 38.293999086532736, 20.50561887857071 38.293004542652476, 20.504970035206373 38.29093708343823, 20.50257538613023 38.28980349379778, 20.498756863103587 38.29156485205012, 20.498896009414505 38.293797239116266)), ((20.496314956235185 38.29032964786814, 20.498764024579838 38.291543697624725, 20.502609994367035 38.28976676883513, 20.502258174934294 38.2872027475919, 20.49939616985807 38.285942422687754, 20.498861738455417 38.28544171690979, 20.49866421270487 38.28384361972833, 20.497516009439703 38.28265786298984, 20.497217900311238 38.28115659630639, 20.49601143544754 38.280043468730895, 20.49525376071421 38.2781082288281, 20.492668735820548 38.277044328652494, 20.489604818484807 38.27815924072511, 20.488975511458133 38.280318800451376, 20.490435929268454 38.28215362776413, 20.490806419158798 38.28360650303698, 20.49180953657784 38.28458273934298, 20.49219423590798 38.28615927423291, 20.492994566945395 38.28696978031166, 20.49335265194975 38.287868524804274, 20.49520538915041 38.29014877161244, 20.496314956235185 38.29032964786814)))",38.31210863,20.52257014
198,ΑΡΓΟΛΙΔΑΣ,Π. ΠΕΛΟΠΟΝΝΗΣΟΥ,ΝΑΙ,42,42,9/15/2003,,"MULTIPOLYGON (((22.580346054850743 37.54705961735607, 22.58896358362863 37.545684817248045, 22.59309251367395 37.543417788397655, 22.59161614377772 37.54066929243632, 22.587170881651517 37.54231060022132, 22.580256836303136 37.543408345805204, 22.580346054850743 37.54705961735607)), ((22.593103830245074 37.54341792324555, 22.596523134289434 37.54155690512025, 22.5992137468201 37.53749701699057, 22.599187829072054 37.53525250533365, 22.60612924379256 37.53019730879084, 22.606770657966276 37.52796066968895, 22.609758481679155 37.52612120197046, 22.607662915099464 37.523185347771296, 22.60277062222004 37.52581340540202, 22.602045368676688 37.528292378034806, 22.59464483821518 37.53368436067815, 22.594680060315994 37.536631986874596, 22.593060635800597 37.53909123813936, 22.591616313292697 37.540660281603934, 22.593103830245074 37.54341792324555)), ((22.60975864892314 37.52611219104585, 22.614170550825488 37.523748592518146, 22.611454313831114 37.5207153894225, 22.607674228684594 37.523185481162066, 22.60975864892314 37.52611219104585)))",37.54705962,22.58034605
199,ΕΥΒΟΙΑΣ,Π. ΣΤΕΡΕΑΣ ΕΛΛΑΔΑΣ,ΝΑΙ,11.7,11.05,7/21/2003,,"MULTIPOLYGON (((24.261061936662035 38.12870855822573, 24.261578362349063 38.129545584405214, 24.26251883907343 38.13090439395415, 24.260268459022427 38.13338787378708, 24.26120594186696 38.13389951280432, 24.263467845319465 38.131452039927304, 24.264747500251385 38.131926832478584, 24.265847451977688 38.133186116323095, 24.26847539859173 38.13415350358455, 24.269234439523476 38.132664683375566, 24.26827412946482 38.132162173131604, 24.267809472887784 38.13302844542046, 24.266540894325676 38.132472547596244, 24.265440941504735 38.13121327009486, 24.263772285193493 38.13044194225941, 24.26260388748269 38.12916476603214, 24.262098926869122 38.12834574400984, 24.261061936662035 38.12870855822573)), ((24.264292635067953 38.12286114572588, 24.261921353557643 38.123353138626534, 24.260147876089064 38.125132569084556, 24.260277983766564 38.12643010083644, 24.26136164303926 38.126364606663415, 24.261289557523124 38.12534633890816, 24.262471945561767 38.12418107287117, 24.264729226367553 38.12370735109958, 24.264292635067953 38.12286114572588)), ((24.2610561997352 38.12869955833992, 24.262087485042414 38.128336756900964, 24.261433280669895 38.127256698290765, 24.261361675170043 38.12637361922915, 24.26027801576421 38.12643911340284, 24.26038492502774 38.12762854450715, 24.2610561997352 38.12869955833992)), ((24.270914514042772 38.13340886897482, 24.271802685734375 38.132911123080845, 24.270004926206397 38.1311938568793, 24.268942568856062 38.13086282639148, 24.268279801573076 38.132153147551854, 24.269240111551724 38.13265565775055, 24.269517707827003 38.132123276269624, 24.270914514042772 38.13340886897482)))",38.12870856,24.26106194
200,ΤΗΝΟΥ,Π. ΝΟΤΙΟΥ ΑΙΓΑΙΟΥ,ΝΑΙ,2.7,1.8,7/21/2003,,"MULTIPOLYGON (((25.06921038437307 37.61955019557113, 25.069322388874884 37.61959352474667, 25.070136794646537 37.618592724572814, 25.07217808858362 37.61734869145023, 25.072322292191053 37.61703850425493, 25.072309338994135 37.61699653107654, 25.07230099090878 37.61690440355271, 25.072312397182554 37.61688600343065, 25.07233511834187 37.616866509048236, 25.07229361120729 37.6168323663036, 25.07225315160658 37.61679226541932, 25.072235058177313 37.61677106892918, 25.072188804333702 37.61676932608904, 25.07211816759916 37.61677393363755, 25.072006219122017 37.61677377902915, 25.071946431714863 37.61678432664635, 25.07190280297026 37.61678391180269, 25.071875791803652 37.61678082234342, 25.071835187356296 37.61680165077555, 25.07180729145824 37.616831647191205, 25.07179823442996 37.616847952927934, 25.07173294944624 37.61685440437409, 25.07168974719852 37.61686002431454, 25.07166931747846 37.616841823258504, 25.071664381505396 37.61682158874823, 25.071610909515428 37.61676691456405, 25.071506318240736 37.61666358349275, 25.071471932111205 37.616628204096436, 25.071368298183664 37.616694219225344, 25.071368298183664 37.616694219225344, 25.071125664263633 37.616880558355824, 25.071041791401104 37.61692611447947, 25.0709943878563 37.616946914206224, 25.07091768116941 37.6170260238377, 25.07087187569191 37.61705555166049, 25.070847623874926 37.617015753852904, 25.07080885877379 37.617014753685226, 25.070596460402403 37.61697089470399, 25.070309668547047 37.61693041405763, 25.070309668547047 37.61693041405763, 25.070291159046246 37.617077764891896, 25.07022509257104 37.617251053963614, 25.07017148315109 37.61743180097201, 25.07016986810508 37.617445605570005, 25.070059606679628 37.61750789418476, 25.070003935085687 37.617536880228855, 25.069934293024257 37.61757933222118, 25.06985410305715 37.617621068633824, 25.069823448562484 37.61762468138848, 25.06980862695004 37.61763409919705, 25.06977854379195 37.61766177157588, 25.069701776630954 37.617697257856875, 25.06961380342898 37.61772563523569, 25.069575163821163 37.617749239125516, 25.069559328620606 37.61778282103647, 25.069540727592827 37.61780525184576, 25.069520027900033 37.61782355567588, 25.06949507015344 37.61786100573971, 25.069444983893455 37.61791607871219, 25.06939483331681 37.61797457720122, 25.06935095450647 37.618020040054915, 25.06929644113607 37.618090385121, 25.069249836986867 37.61814335345654, 25.069110657940644 37.618275303626426, 25.068909250463648 37.618405744359606, 25.068618452923886 37.61856863009172, 25.06856958019528 37.6185977341505, 25.068594801525084 37.61871323316779, 25.068618426064987 37.6188121626467, 25.06862147663199 37.61883529852937, 25.068658697289887 37.619005398000525, 25.06921038437307 37.61955019557113)))",37.6195502,25.06921038
201,ΒΟΙΩΤΙΑΣ,Π. ΣΤΕΡΕΑΣ ΕΛΛΑΔΑΣ,ΝΑΙ,20.8,20.8,7/15/2003,,"MULTIPOLYGON (((22.699535501756262 38.39894218400866, 22.698245442375015 38.39643324042816, 22.693394312902594 38.39874933749308, 22.690105820093116 38.39955941211458, 22.689940328332707 38.39914334229206, 22.68637344778757 38.39944586277185, 22.6835320904854 38.39952212219351, 22.68041480212843 38.39965828806263, 22.677738442562116 38.40010574344302, 22.67515068577771 38.400716349253855, 22.671581605681812 38.40175735083771, 22.67194846544592 38.402987096151115, 22.675457497397495 38.402729421252715, 22.67797511026528 38.40282994076075, 22.68066562390465 38.402869270947136, 22.683907350511788 38.402193795809175, 22.686839393156447 38.40154179614271, 22.690540420052365 38.40086851517517, 22.6912560651725 38.402384227722656, 22.697931318587553 38.400539087010756, 22.699107140042987 38.39987575487855, 22.699535501756262 38.39894218400866)))",38.39894218,22.6995355
202,ΦΩΚΙΔΑΣ,Π. ΣΤΕΡΕΑΣ ΕΛΛΑΔΑΣ,ΝΑΙ,14,14,5/28/2003,,"MULTIPOLYGON (((22.072980492531077 38.45896686382829, 22.069006822601033 38.45928438407498, 22.068225711084402 38.45935260169967, 22.06290478416909 38.460765045351174, 22.061608045669615 38.461685236579704, 22.06027476703764 38.460545803379674, 22.061717462731192 38.45952441622065, 22.067330795576474 38.458103352176614, 22.06856078284814 38.457961427110455, 22.072474975499997 38.457507777741974, 22.07873270698191 38.456407662125585, 22.082617777638703 38.45466458729181, 22.085539870044613 38.45123088055507, 22.08665611322541 38.45188765387464, 22.08371612844586 38.45559717846974, 22.079524158171125 38.45767313385713, 22.072980492531077 38.45896686382829)))",38.45896686,22.07298049
203,ΦΩΚΙΔΑΣ,Π. ΣΤΕΡΕΑΣ ΕΛΛΑΔΑΣ,ΝΑΙ,18.8,18.8,5/28/2003,,"MULTIPOLYGON (((22.555662265422235 38.34208995608984, 22.556453554647003 38.34257731859883, 22.557386062486888 38.34286815686295, 22.558349295892317 38.34160935975684, 22.558991481999286 38.34038265580069, 22.559676904547786 38.33928264237113, 22.56086062803972 38.338441068238566, 22.55990668744534 38.33750115430256, 22.558499558224437 38.33864636940825, 22.55770795612728 38.3399072799315, 22.557660234097934 38.34000582122681, 22.557158340478995 38.34108104598631, 22.556465714671898 38.34196467543109, 22.556347742862854 38.34214345619141, 22.555754139442367 38.34207306445162, 22.555662265422235 38.34208995608984)), ((22.54736227203541 38.348034237267825, 22.547761171463662 38.3486880170745, 22.548345286459984 38.349235949157034, 22.54880902472319 38.34893529405647, 22.55028976419052 38.348133552556554, 22.551549874702 38.34749127627277, 22.552907760512916 38.34653478524307, 22.55396548168645 38.34570975131989, 22.555321870743374 38.34482530633929, 22.55600702515314 38.34432008194088, 22.555323689870402 38.34358172021666, 22.554373137714343 38.34304732836555, 22.55228275292776 38.34516631039711, 22.55185696152145 38.34528721537641, 22.548860561578802 38.34692633516773, 22.548163353723467 38.347458402696965, 22.547826366271376 38.34771556709342, 22.54736227203541 38.348034237267825)), ((22.53811228831478 38.35960734834036, 22.53893018202969 38.36048265965957, 22.540138462263677 38.35958753842192, 22.540955283063806 38.3582369520899, 22.541563770891337 38.35700091920378, 22.542034757465387 38.355772184527076, 22.542981933340602 38.3547656455557, 22.543768002226162 38.35380215575828, 22.544095395580317 38.35345476814257, 22.544334066122964 38.35239435898189, 22.544370193251854 38.352304691183605, 22.54444136497581 38.352179411915046, 22.544593886195354 38.351992061022294, 22.545057477149523 38.35170043095672, 22.545290442975375 38.351496054106704, 22.544948639324268 38.35256419723035, 22.54582384296452 38.35171895037475, 22.545965999812783 38.35147739927715, 22.545435485067067 38.351110353264104, 22.544834347205516 38.35084155636204, 22.54469345031769 38.35102004027792, 22.54383895909406 38.35197367561109, 22.54266174483111 38.353040444555596, 22.541791605010474 38.354201137225076, 22.54087983013039 38.35515403742829, 22.539704990688268 38.357806850617976, 22.539065578689723 38.35887126727399, 22.53811228831478 38.35960734834036)))",38.34208996,22.55566227
204,ΦΩΚΙΔΑΣ,Π. ΣΤΕΡΕΑΣ ΕΛΛΑΔΑΣ,ΝΑΙ,21.15,21.15,5/28/2003,,"MULTIPOLYGON (((22.52762674666492 38.327484837019554, 22.528988343862515 38.32690715581699, 22.529952510449906 38.3267480250317, 22.53154697874949 38.32653369919211, 22.53390190288238 38.32604949988631, 22.534004653419263 38.3260597961082, 22.536287462913073 38.325178133757824, 22.537878013465228 38.32401744724545, 22.540222878289434 38.32402863631911, 22.541165136426663 38.32324733459697, 22.542900164329463 38.322863379980674, 22.544721441412385 38.322741808507196, 22.544735853286056 38.322021053120956, 22.544532436328613 38.32132462941508, 22.543604661783316 38.32138520456392, 22.54267814870009 38.32138270629081, 22.5409440583514 38.32172161125771, 22.53980445921388 38.32207690585973, 22.538439378975788 38.322267169205986, 22.536254882714235 38.32281667018332, 22.53523906382342 38.32384032834865, 22.53494897856194 38.32404397299855, 22.534727692761173 38.3242394649109, 22.53458918350967 38.32430081582419, 22.534509308587992 38.32429080600441, 22.533569872196058 38.324360167267876, 22.532404417251744 38.32485925245965, 22.530316935276943 38.32513049421132, 22.529568268762233 38.32538244716552, 22.528226341327905 38.32555485777948, 22.526748024153104 38.32624821560319, 22.52762674666492 38.327484837019554)), ((22.5589388670452 38.32051125620671, 22.559192089399193 38.321010010683466, 22.559237477628653 38.32102859169683, 22.5597873082539 38.32099028689421, 22.56086890537334 38.32067013209437, 22.56325408994814 38.32095170531034, 22.564898888181595 38.32049422456179, 22.565986035362915 38.32047147632712, 22.566010150236377 38.32040868929615, 22.566022828907457 38.32034576242287, 22.565676933964742 38.31932321025041, 22.56340597322128 38.31905209756321, 22.560962423740254 38.31883289354096, 22.560193754150088 38.31952637135007, 22.558812158406063 38.31997800919243, 22.5589388670452 38.32051125620671)), ((22.54513558407015 38.322053047867705, 22.545867064729848 38.32265689109136, 22.547634637118126 38.32178663881742, 22.550470264267712 38.32012752574682, 22.553421374442866 38.31840668534402, 22.554262092514914 38.318119666621044, 22.554561389994724 38.318024227254305, 22.55464214221396 38.31856592408647, 22.554962155285853 38.319155627653586, 22.555228748830146 38.319555426712135, 22.55550839048502 38.319874280654616, 22.55570566342122 38.31973252327337, 22.555891678349955 38.31958161522919, 22.555690478681807 38.319344833501134, 22.555434067576783 38.31900824274055, 22.555147643320613 38.3184550010212, 22.555079932693175 38.317832359936176, 22.555980854557546 38.31739287167089, 22.55470472640405 38.316566099293134, 22.554065053871604 38.31652216761078, 22.55248426858212 38.31663784255244, 22.551949956605547 38.31762253263097, 22.55079670509245 38.31809491862876, 22.549475617621994 38.318952719928156, 22.547943439143445 38.320069231347645, 22.546222557054058 38.32089500926085, 22.544990785117776 38.321285258686025, 22.544669850937055 38.32131732310744, 22.54513558407015 38.322053047867705)))",38.32748484,22.52762675
205,ΕΥΒΟΙΑΣ,Π. ΣΤΕΡΕΑΣ ΕΛΛΑΔΑΣ,ΝΑΙ,18.375,18.375,5/28/2003,,"MULTIPOLYGON (((24.31850202346451 38.1741164978585, 24.319222139074213 38.17431281881239, 24.32021795593339 38.174895923625776, 24.321205061657583 38.17609189710604, 24.3219782873018 38.177973402122745, 24.321189561240647 38.180363886209335, 24.322457595613628 38.180513624404014, 24.323124591661312 38.179006696331484, 24.323971876155067 38.179545114564895, 24.32464794904044 38.180093012599485, 24.325877758865253 38.17935057783545, 24.324753845070816 38.178227123272514, 24.323678943152395 38.17785156395464, 24.322778538259815 38.17561893037225, 24.32148157822408 38.17406331659259, 24.31991331863148 38.17311226846944, 24.31850202346451 38.1741164978585)), ((24.322951146615313 38.173338280375745, 24.32489808182812 38.17471183070131, 24.326512228427102 38.175689721901875, 24.328146342458943 38.17601863148524, 24.329326467315934 38.17694362034361, 24.331649286509688 38.17807266414031, 24.33274071458325 38.177051159257346, 24.33044066375368 38.17590404766726, 24.32918009714113 38.17486213220276, 24.32756912027564 38.1745962602193, 24.326597329497105 38.174292540070496, 24.325827876654067 38.17327625905205, 24.323893854499765 38.17223615268043, 24.322951146615313 38.173338280375745)))",38.1741165,24.31850202
206,ΕΥΒΟΙΑΣ,Π. ΣΤΕΡΕΑΣ ΕΛΛΑΔΑΣ,ΝΑΙ,11.5,11.5,2/11/2003,,"MULTIPOLYGON (((24.29007050973743 38.0953567854204, 24.287431136905397 38.097012590843605, 24.288369970492347 38.09793859652368, 24.291009390911466 38.09629178281773, 24.29007050973743 38.0953567854204)), ((24.306095824869537 38.09308099297798, 24.305975339388482 38.094270980394356, 24.308176929277543 38.09440041780309, 24.309650020431558 38.094856192105496, 24.311191518068316 38.09530275407695, 24.312811751742526 38.09548771863559, 24.314798869366587 38.09612231231739, 24.31536437164858 38.09502124983844, 24.313205984237246 38.09433304608449, 24.31156292838597 38.094139134714084, 24.308514132808376 38.0932278848419, 24.306095824869537 38.09308099297798)))",38.09535679,24.29007051
207,ΕΥΒΟΙΑΣ,Π. ΣΤΕΡΕΑΣ ΕΛΛΑΔΑΣ,ΝΑΙ,8,7.65,2/11/2003,,"MULTIPOLYGON (((24.115151500859277 38.33012812363356, 24.10853928183959 38.330693194062285, 24.108209546231535 38.3320813989262, 24.106700989393467 38.333263397170526, 24.10765186888025 38.334082650774725, 24.109355030960653 38.33296354553665, 24.110556246521558 38.33285427136464, 24.115163198832946 38.330290334272064, 24.115151500859277 38.33012812363356)))",38.33012812,24.1151515
208,ΕΥΒΟΙΑΣ,Π. ΣΤΕΡΕΑΣ ΕΛΛΑΔΑΣ,ΝΑΙ,7.2,7.2,2/11/2003,,"MULTIPOLYGON (((24.201869577544098 38.34416928424168, 24.20062015614487 38.343414394163595, 24.198941736388935 38.344787124532715, 24.193564717555997 38.34533686125719, 24.1896647238141 38.34621742742214, 24.18999958269077 38.347361448403994, 24.192893559606876 38.346852034843245, 24.199734532054904 38.345948364740835, 24.201869577544098 38.34416928424168)))",38.34416928,24.20186958
209,ΒΟΙΩΤΙΑΣ,Π. ΣΤΕΡΕΑΣ ΕΛΛΑΔΑΣ,ΝΑΙ,48,48,2/11/2003,,"MULTIPOLYGON (((22.94208586179342 38.33908461739933, 22.941969619556016 38.339209736293185, 22.938910884595664 38.34259763517978, 22.93835091810011 38.34333154794993, 22.947900476067147 38.34686018813609, 22.951599030966694 38.34193673035799, 22.94208586179342 38.33908461739933)), ((22.94306992938917 38.30914662863571, 22.930232581601658 38.31256295823327, 22.91155143084096 38.31963672572287, 22.913756771628744 38.32363145426202, 22.92693598884451 38.32204050009703, 22.93585920921501 38.322797701593956, 22.947840826091383 38.314587719534025, 22.94306992938917 38.30914662863571)))",38.33908462,22.94208586
210,ΕΥΒΟΙΑΣ,Π. ΣΤΕΡΕΑΣ ΕΛΛΑΔΑΣ,ΝΑΙ,6.9,6.3,2/11/2003,,"MULTIPOLYGON (((24.389941745203853 38.13832680881743, 24.390797853325807 38.13935044389298, 24.393863117866076 38.13774725846982, 24.395275251584728 38.1368029618091, 24.396228389591776 38.13558347443614, 24.396635435125994 38.13462205224421, 24.3982324279782 38.13297256275072, 24.39681208053061 38.132151544488956, 24.395068885967518 38.13410448314706, 24.39484395707586 38.13483443946507, 24.393967170976364 38.135842386537206, 24.393085278891707 38.13642197548379, 24.391609911511605 38.13736714169083, 24.389941745203853 38.13832680881743)))",38.13832681,24.38994175
211,ΕΥΒΟΙΑΣ,Π. ΣΤΕΡΕΑΣ ΕΛΛΑΔΑΣ,ΝΑΙ,19.8,19.8,2/11/2003,,"MULTIPOLYGON (((24.332764985804484 38.14722850261676, 24.330551535329352 38.14736092844998, 24.328738242661846 38.14765442003347, 24.326610244961614 38.14903928253593, 24.327732969696996 38.14999148981931, 24.329337489049365 38.148941541852864, 24.33052286885187 38.14859573400128, 24.33291961466276 38.14860699073982, 24.332764985804484 38.14722850261676)), ((24.327438244967915 38.14278223693288, 24.327444045130914 38.1440800348895, 24.327672325179 38.14408841093568, 24.326774275295637 38.14487500846098, 24.325371586075917 38.145104217003905, 24.323273937637072 38.14560570127674, 24.323450731710153 38.14687599044169, 24.324796518914827 38.146673999966275, 24.32566285920837 38.14644628648661, 24.326814743338048 38.146271848092226, 24.328456623484488 38.145933802631, 24.329933724891298 38.14448764796754, 24.3305319358227 38.14301691295234, 24.327974760219117 38.14281679061373, 24.327438244967915 38.14278223693288)), ((24.31373779970375 38.141350572492705, 24.312776279618337 38.14333590916385, 24.31297259165954 38.14387614234954, 24.31353139256092 38.1437845262075, 24.31513958666136 38.14357293304597, 24.316282023780307 38.1438582658372, 24.316275954527107 38.14245231644174, 24.315065107929065 38.14217617958721, 24.315416659284857 38.14166151780798, 24.31373779970375 38.141350572492705)))",38.1472285,24.33276499
212,ΛΗΜΝΟΥ,Π. ΒΟΡΕΙΟΥ ΑΙΓΑΙΟΥ,ΝΑΙ,0.6,0.6,2/11/2003,,"MULTIPOLYGON (((25.30207534267891 39.89209129312299, 25.303244705915894 39.892078157239865, 25.303218842864528 39.89071260847698, 25.30204950281772 39.89072574372802, 25.30207534267891 39.89209129312299)))",39.89209129,25.30207534
213,ΣΑΜΟΥ,Π. ΒΟΡΕΙΟΥ ΑΙΓΑΙΟΥ,ΝΑΙ,1.8,1.8,2/11/2003,,"MULTIPOLYGON (((26.68708093406526 37.735826449299935, 26.687035656196237 37.735832528128064, 26.686957082741944 37.73588423995377, 26.686769833505522 37.73606827541509, 26.68664433705699 37.73618413252464, 26.68655525735411 37.736299879842264, 26.68652822894045 37.73638078207223, 26.686426131024653 37.7364973668336, 26.686327891394956 37.73658259620751, 26.686254591190487 37.73662328431271, 26.68609980913307 37.736726292545846, 26.685961342256075 37.73675648210913, 26.68575118939783 37.73683750465689, 26.68555708237825 37.736916719304745, 26.68540038459421 37.73698246578513, 26.68522332615782 37.737053091454264, 26.68504741165955 37.73708944991491, 26.68495000522658 37.737094193125486, 26.68485202479988 37.73715526656329, 26.684857315531488 37.73722317718504, 26.68484922246472 37.737313198878105, 26.68480840609771 37.73741450897472, 26.68477201531703 37.73752211582929, 26.684747617152777 37.737638189781116, 26.68476149918849 37.737692658787196, 26.68475819609699 37.73779906098368, 26.684739885467454 37.73784182885488, 26.68491781548732 37.737858047699156, 26.68503975559664 37.737828866790636, 26.68508941468074 37.73780583873455, 26.68513252024675 37.73773961831121, 26.68516775816681 37.73767546947205, 26.685246364975008 37.73755239286818, 26.6853162045973 37.73743789607189, 26.68538398960459 37.737376429312306, 26.685411697072343 37.73729857550792, 26.68547273936025 37.73724519187468, 26.685496269414884 37.73715535887289, 26.6855061380218 37.737130174103115, 26.685591565276443 37.73712047729819, 26.685706533020188 37.73705225789257, 26.685811096092475 37.736981842700715, 26.685973533679185 37.73695561212165, 26.686142295020925 37.73704466487716, 26.6863619034748 37.737055696113195, 26.686398993150423 37.737064762116084, 26.686557030766213 37.73706746548244, 26.68664964683572 37.73715302783231, 26.686922252636958 37.73718943100136, 26.687101401405013 37.73718291166535, 26.687257046111476 37.73703789234463, 26.68743513371638 37.736973818011876, 26.68771680365335 37.73688755645017, 26.68792053541202 37.73677964468399, 26.688121708394835 37.73678604727842, 26.68844629963532 37.73608616362419, 26.688258031604608 37.73605694017974, 26.68798044398479 37.7360175900698, 26.687838632693133 37.73599604630569, 26.6877046399331 37.735971080111696, 26.687559396603714 37.73593934205529, 26.687368314159183 37.73589188955591, 26.687214599318562 37.73585178411365, 26.687122031569668 37.73582713377014, 26.68708093406526 37.735826449299935)), ((26.690733788759445 37.73478919113292, 26.69022327700576 37.73484707598644, 26.68965610289058 37.734856693256106, 26.689023007880564 37.73495719922962, 26.688082914881804 37.73508975748331, 26.687522551145243 37.73520616672985, 26.68702615701601 37.735340847751665, 26.686952424151613 37.73522520955488, 26.686126806479237 37.73548021039069, 26.685806521792767 37.735631234777486, 26.685475670195032 37.73568770604299, 26.684989069331472 37.735917759439474, 26.684812801016406 37.73599449377339, 26.68468665110984 37.736073509733686, 26.6845820058208 37.7361353655845, 26.684336873716134 37.7363410806818, 26.68427402472428 37.736463797630876, 26.684358499751387 37.73664758439623, 26.684482441651287 37.73716999701839, 26.684493301448473 37.73722561622775, 26.68453439923971 37.737512032669045, 26.684539905630327 37.73779944040683, 26.684603522403165 37.7378172736196, 26.684644851535037 37.73782119753229, 26.68468281233409 37.73780726679322, 26.68469034056471 37.737789524246686, 26.68468438958495 37.737714329956226, 26.68467843862181 37.73763913566409, 26.684705335530737 37.73751056993367, 26.684743066816495 37.73739923813674, 26.684781908191074 37.73730292898991, 26.684789115420962 37.737222929428825, 26.68478190970255 37.737130282868605, 26.684924605090046 37.73704124817048, 26.685036623060906 37.73703581150534, 26.685199247748326 37.73700218890608, 26.685369818556346 37.73693414407204, 26.685519588288887 37.736871348909865, 26.685719949499564 37.73678937861526, 26.685937263458246 37.73670557972521, 26.68606751619861 37.73667728953495, 26.686213096967577 37.73658025804788, 26.686282844242335 37.73654172346297, 26.68637282541895 37.7364634405236, 26.686465447768764 37.73635779469975, 26.6864919614938 37.73627834594152, 26.68658917596465 37.73615223099326, 26.686718183003357 37.73603305000229, 26.68690838901158 37.73584606373922, 26.687006358872882 37.73578165489147, 26.68707591295859 37.73577231909798, 26.687133694905494 37.73577316362753, 26.68718542646316 37.73579180722363, 26.687277590169696 37.735820972111384, 26.68751819332043 37.73589495800234, 26.687743602817566 37.73592216382243, 26.688044474475323 37.73598729458231, 26.688329303833573 37.736038643790955, 26.688490663362458 37.736061092431804, 26.688777351966007 37.73609482714991, 26.68889384214739 37.736093880238755, 26.689022735508026 37.736081386646674, 26.68915018487925 37.7360572119035, 26.689451975400047 37.73590633040685, 26.689557230553934 37.73581129680641, 26.68963387635178 37.73573773116451, 26.68978148073402 37.73558081777097, 26.689910396377257 37.73547181759488, 26.69019240593717 37.73540770890158, 26.69034891255196 37.73533376072154, 26.690577376754767 37.73518842564657, 26.69068662837539 37.73504716475552, 26.69074264979021 37.734880357717174, 26.690733788759445 37.73478919113292)))",37.73582645,26.68708093
214,ΕΥΒΟΙΑΣ,Π. ΣΤΕΡΕΑΣ ΕΛΛΑΔΑΣ,ΝΑΙ,9.6,9.6,2/11/2003,,"MULTIPOLYGON (((24.18899622355516 38.361999037078746, 24.19276323106091 38.362443519091286, 24.195280562428998 38.353598298019584, 24.19155825830985 38.35257703569673, 24.18899622355516 38.361999037078746)))",38.36199904,24.18899622
215,ΕΥΒΟΙΑΣ,Π. ΣΤΕΡΕΑΣ ΕΛΛΑΔΑΣ,ΝΑΙ,9.6,9,2/11/2003,,"MULTIPOLYGON (((24.20315400120608 38.37382650192759, 24.20493013319024 38.37441822033811, 24.20866796116741 38.37640333717106, 24.209660807451314 38.37530207023718, 24.206392838523726 38.37347837924399, 24.204449879118226 38.3705527967825, 24.202363609118937 38.36954704185071, 24.198239104406966 38.372492087396864, 24.199398086048145 38.37349048358616, 24.200266448275894 38.37287616955049, 24.20315400120608 38.37382650192759)))",38.3738265,24.203154
216,ΕΥΒΟΙΑΣ,Π. ΣΤΕΡΕΑΣ ΕΛΛΑΔΑΣ,ΝΑΙ,1.8,1.8,2/11/2003,,"MULTIPOLYGON (((24.2142272283018 38.23090659563937, 24.21478639592318 38.23067124925905, 24.21503733479467 38.230526590095245, 24.215117234274743 38.23049940624926, 24.215059655219978 38.23034629952838, 24.21561831034412 38.22993971290672, 24.214017261994147 38.22943794369202, 24.213754582873808 38.229474472254786, 24.213606026001816 38.22946573019079, 24.213411951810674 38.22952015809803, 24.213263579089666 38.229574502663894, 24.212966938097363 38.22971924098373, 24.212704598631085 38.229872928886664, 24.21267040089568 38.229900028303504, 24.212659106607994 38.22994511118972, 24.212670663317756 38.22999015267692, 24.212739505109898 38.23008916526607, 24.21284262369854 38.230188115667374, 24.213094721753485 38.23044000785237, 24.21320937214763 38.23057498692509, 24.213323917672025 38.23067391613817, 24.21348416601669 38.230772762128055, 24.213655734978914 38.23083553735905, 24.213747140075547 38.23083537095393, 24.213827198691842 38.23086226259682, 24.214158330868003 38.230789559074495, 24.2142272283018 38.23090659563937)))",38.2309066,24.21422723
