,kal_perif_enothta,kal_perifereia,epo,power_mw,max_power,imerominia_ekdosis_adeias,area_m2,geometry,xmu,ymu
72,ΑΡΤΑΣ,Π. ΗΠΕΙΡΟΥ,ΝΑΙ,14.4,14.4,10/4/2010,,"MULTIPOLYGON (((21.280018737717562 39.20215971059543, 21.28007431884771 39.20220317576871, 21.280987299247766 39.20260999802537, 21.28193006707541 39.2033714296295, 21.283120520283834 39.204354887435784, 21.283541715856447 39.20332048727503, 21.28984545092048 39.19468583515246, 21.286561794318445 39.193122519548794, 21.280018737717562 39.20215971059543)))",39.20215971,21.28001874
73,ΙΩΑΝΝΙΝΩΝ,Π. ΗΠΕΙΡΟΥ,ΝΑΙ,50.4,50,10/4/2010,,"MULTIPOLYGON (((20.53480920001651 39.80265263992126, 20.531494365924353 39.80156042614343, 20.52852283387702 39.80892654540494, 20.528372026316504 39.80977373354587, 20.531184812684803 39.81010438512792, 20.53480920001651 39.80265263992126)), ((20.55515311818765 39.76383543163508, 20.5519461561374 39.76347436039004, 20.551509490613967 39.764805966399514, 20.547409053778278 39.77199193390455, 20.5444447169777 39.780798299702106, 20.540717729092897 39.78547611704308, 20.540077135786245 39.78874476196107, 20.538953869153513 39.7903002674203, 20.54255035397619 39.790991099836894, 20.543198960421527 39.78985200867159, 20.543268851592458 39.78728275125748, 20.546897514772436 39.78314775256614, 20.548921999505993 39.777794233847445, 20.554083129927065 39.766910354537146, 20.55515311818765 39.76383543163508)), ((20.55589022608086 39.75499831108913, 20.559460556869375 39.75603470042675, 20.562004466549112 39.75439078781196, 20.568455056665947 39.75076518893203, 20.571013549237346 39.74702994830848, 20.575753570934097 39.748084166037856, 20.576260346148118 39.74472600142375, 20.5736190005356 39.74330891373966, 20.57033928859698 39.743646278112294, 20.56226321587432 39.74944236523494, 20.55567406308657 39.75254793163552, 20.55589022608086 39.75499831108913)))",39.80265264,20.5348092
74,ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ,Π. ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ,ΝΑΙ,24.3,24.3,10/4/2010,,"MULTIPOLYGON (((21.328223087075838 39.15019716892725, 21.333170612448697 39.147200929398835, 21.332856194452287 39.146702594639635, 21.333962463236148 39.14672184207105, 21.33483035358812 39.14619536277925, 21.33707975036437 39.14146298687626, 21.338556328639875 39.138812025091546, 21.350760067083645 39.127423414052146, 21.35286378062896 39.12536536693121, 21.349245501543194 39.123819443431834, 21.347434825311932 39.126032412762356, 21.342162590395155 39.12966904376093, 21.33991780241895 39.13245567308515, 21.335292349581902 39.13732297495269, 21.33400232248313 39.13993311923384, 21.331090069237103 39.13989664625453, 21.32944038666105 39.14492488634201, 21.325793986123767 39.14571761442621, 21.325852387843582 39.14833194118825, 21.328223087075838 39.15019716892725)))",39.15019717,21.32822309
75,ΒΟΙΩΤΙΑΣ,Π. ΣΤΕΡΕΑΣ ΕΛΛΑΔΑΣ,ΝΑΙ,6,6,10/4/2010,,"MULTIPOLYGON (((22.672300151859663 38.413183275003, 22.673780701612227 38.41602492390795, 22.67766579821701 38.41477592491371, 22.680989751977823 38.41275872525278, 22.67843709281431 38.41016164158936, 22.675564884938197 38.411904514749146, 22.672626722727543 38.41286255471967, 22.672300151859663 38.413183275003)))",38.41318328,22.67230015
76,ΛΑΚΩΝΙΑΣ,Π. ΠΕΛΟΠΟΝΝΗΣΟΥ,ΝΑΙ,25.3,25.3,9/29/2010,,"MULTIPOLYGON (((22.432690342148426 36.56812420553151, 22.43501863488756 36.567929444917475, 22.434719956381304 36.56556383747055, 22.43435392172529 36.5626973243473, 22.43187499589538 36.56024452553584, 22.430804345997014 36.558607579370396, 22.42873073020417 36.55948167317893, 22.429526109033784 36.560707290398206, 22.431072996791027 36.56245110992395, 22.432091867130385 36.56345606297928, 22.432391734352525 36.56575859400956, 22.432690342148426 36.56812420553151)), ((22.439205332379558 36.58200120445055, 22.440519103745206 36.57947643856565, 22.441601914263728 36.577967928684416, 22.44356072020023 36.57674869107314, 22.44599985510673 36.57385455964586, 22.444062125567214 36.572789237013055, 22.441830556576594 36.575434838557925, 22.439803804555815 36.57669976132105, 22.43841265260447 36.57862857921169, 22.437036325972034 36.581267655773885, 22.439205332379558 36.58200120445055)))",36.56812421,22.43269034
77,ΦΩΚΙΔΑΣ,Π. ΣΤΕΡΕΑΣ ΕΛΛΑΔΑΣ,ΝΑΙ,42.3,42.3,9/29/2010,,"MULTIPOLYGON (((22.57634389643545 38.313033082180446, 22.577095853855347 38.31104318240508, 22.57703020959088 38.31070167060314, 22.576834697136338 38.310684936017864, 22.571023327760372 38.31010460533444, 22.570932076129278 38.31088916289865, 22.571806697861383 38.31157447564468, 22.57236496664124 38.312437914991364, 22.5730111806435 38.312755098145885, 22.574136264891745 38.313516376599985, 22.574462775448378 38.31352951405866, 22.574508109743395 38.313998829997544, 22.57634389643545 38.313033082180446)), ((22.58355357771233 38.31431700166147, 22.58219173339241 38.31447561977396, 22.58127817848432 38.315134462957374, 22.581279275759027 38.315183531066104, 22.581212190001363 38.315182054680804, 22.580607757754876 38.31560320752858, 22.580617768138673 38.315771221923114, 22.583595043129417 38.317018533107365, 22.584679546306464 38.316982256371624, 22.58478765102524 38.3159015414517, 22.582391472759497 38.315769418367665, 22.582303202313955 38.31548437305753, 22.584635271853507 38.31520095659874, 22.58444291351573 38.314213409095956, 22.58417261666204 38.314244894851065, 22.584262492173693 38.31430653926109, 22.58394760130637 38.3145180876883, 22.583738893189683 38.314383420950286, 22.58355357771233 38.31431700166147)), ((22.566375888549384 38.292213972283214, 22.5660063415296 38.29303444714698, 22.570166051566087 38.29674988713099, 22.57193901708669 38.29780863416294, 22.57342026460581 38.29735300035717, 22.57457351104402 38.29654295362814, 22.570927835861006 38.2929589245195, 22.569511472050934 38.29148829100814, 22.56765572293682 38.29187038107181, 22.566375888549384 38.292213972283214)), ((22.560892059889227 38.2947089376595, 22.560892059889213 38.2947089376595, 22.560494002634496 38.29493730965715, 22.560132291338153 38.29577738272789, 22.560640582257946 38.29620883038209, 22.560114950352553 38.29665472898944, 22.55901476973286 38.29728745342441, 22.56017699544844 38.298655205822676, 22.560730834297047 38.29963190455399, 22.559525260262625 38.29970978434158, 22.55838670769669 38.301004080903226, 22.557880390855296 38.30154818771219, 22.557506127526622 38.3016788477016, 22.557314876531507 38.30159569948762, 22.5571255169385 38.30139384668136, 22.555209660240358 38.30158258685229, 22.554702902750417 38.30247126505758, 22.553477029043258 38.3044992383736, 22.55004064126725 38.306714365786426, 22.547440557583897 38.30842674843577, 22.54509096969363 38.30945840442706, 22.544027328304992 38.31034788930225, 22.544123757368336 38.311383548828694, 22.544562624567465 38.31161301969859, 22.548779052975288 38.30947482591838, 22.55130595593511 38.30810898527313, 22.554186398348698 38.30672912685742, 22.55464717299772 38.30640108477512, 22.555395888329013 38.30595520050282, 22.555267573493044 38.30531979183812, 22.555336923853254 38.30488382158018, 22.554844864508475 38.30444692480816, 22.55478504255308 38.30419060764433, 22.5548765782968 38.304082453086316, 22.55557570840685 38.30362137267385, 22.556353752944403 38.303308613650636, 22.557276466749414 38.302776597454724, 22.557445824720904 38.30219884043423, 22.557889869311083 38.301918828647, 22.55832643947527 38.301778989408206, 22.55906476063867 38.30209707003973, 22.561436706358602 38.301095095671606, 22.562480922116087 38.30133431846699, 22.565485517919576 38.30265092631923, 22.56677683093143 38.30180615294321, 22.563412981285808 38.29861305633042, 22.562857033164477 38.29879315468039, 22.563126090743687 38.29834071152187, 22.561756568041215 38.297040588252, 22.56119412864167 38.2963083344175, 22.560525876259742 38.29560903793046, 22.560662338887315 38.295440297629035, 22.56121638847412 38.29547331253765, 22.56149568157177 38.29565589225788, 22.562462930415652 38.296113451264304, 22.562906701222328 38.29603366724859, 22.560892059889227 38.2947089376595)), ((22.58416137397344 38.31423718362945, 22.584441192016094 38.31420457098446, 22.58416789444135 38.31280144650125, 22.584191083413067 38.312550671994956, 22.585650984905087 38.31225515099203, 22.586314910972316 38.31228746116749, 22.586841815654264 38.31244396064792, 22.589267205311664 38.311018540813144, 22.589215371885995 38.310661274158115, 22.584931308012486 38.31029579855649, 22.581894036548587 38.311117875196025, 22.57745084097351 38.31073767276555, 22.577107543680953 38.31104382388338, 22.5763536795504 38.313038770126155, 22.57450910571578 38.314009140582776, 22.574533290552054 38.314259508027334, 22.575082638142057 38.31423016880658, 22.576418383082345 38.31374218131112, 22.576747564878502 38.31386322518165, 22.5786445337284 38.3135418361369, 22.57898933828537 38.313604555013576, 22.57907586714203 38.31381997215186, 22.578060754513416 38.314780315478714, 22.577005406406936 38.314930685241066, 22.57529996582715 38.31540661292257, 22.575518991900218 38.316301638472254, 22.576711184214698 38.31643484892271, 22.5804109739464 38.315730578898915, 22.58060618302331 38.3157689450125, 22.580596076569492 38.31559931771813, 22.58119544299544 38.31518168611618, 22.580652287459042 38.315169731164964, 22.579988101595198 38.31504052607366, 22.5798248075413 38.314715442213625, 22.580253612505242 38.31457461446225, 22.58100472762377 38.314770978423724, 22.581272951827046 38.31490073617082, 22.581277912006833 38.31512254657085, 22.58218622155118 38.314467366701926, 22.583534666253563 38.31431022354481, 22.58320188816821 38.314190950782674, 22.58329633677327 38.31412846561778, 22.583757793921553 38.31405083550515, 22.583986475941405 38.3141172228783, 22.58416137397344 38.31423718362945), (22.57929368548145 38.31276298098339, 22.57915028748176 38.31262191060383, 22.578740336079317 38.31273810276786, 22.578564049712757 38.31270567658778, 22.577975563849375 38.312904513418175, 22.577708530688465 38.31318599971456, 22.57709554700247 38.31345723071609, 22.57663921476659 38.31319120090564, 22.57738305412765 38.312521734227076, 22.577577796873232 38.31239687896456, 22.577830558289634 38.31231435021205, 22.578113039221584 38.31216710848962, 22.57843058747202 38.31205585647035, 22.579269179399848 38.31204784410737, 22.579722786653033 38.31205939606538, 22.579866775383245 38.31217018315204, 22.57957325455082 38.312627034010255, 22.57929368548145 38.31276298098339), (22.581393446628834 38.31445739777183, 22.58179985358396 38.314251050736395, 22.582235935120483 38.314141371687256, 22.58255115457124 38.31416071567322, 22.582573246471195 38.31424175953221, 22.582426712662357 38.31427105648714, 22.581975640663423 38.31434016638802, 22.581692225820316 38.3145107198562, 22.58170952537746 38.314635201136866, 22.581515238074214 38.31468566687333, 22.58134697546565 38.3146152820049, 22.581420267671938 38.31449811043671, 22.581393446628834 38.31445739777183)))",38.31303308,22.5763439
78,ΗΜΑΘΙΑΣ,Π. ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,ΝΑΙ,37.8,36,9/29/2010,,"MULTIPOLYGON (((22.114631102255405 40.44215979752908, 22.114290733384024 40.438307713281695, 22.112726643975936 40.43648052819123, 22.109418817860625 40.433777162271866, 22.106966364808528 40.43589086660455, 22.1089866868814 40.4386804710677, 22.1100042651842 40.44107529874873, 22.110584849443768 40.44349900657088, 22.114631102255405 40.44215979752908)), ((22.083385531764584 40.44302410333825, 22.089257599541433 40.44550852243824, 22.09067212331353 40.442189842220564, 22.08725791371863 40.44034975263487, 22.08329211712906 40.43925710878925, 22.079224470214733 40.4396760213201, 22.078388486430722 40.44170699445693, 22.083385531764584 40.44302410333825)), ((22.080624517648598 40.4472391758595, 22.074965368474025 40.44680273421758, 22.06978016564553 40.44711260693262, 22.066375077643478 40.44619990243784, 22.062724705837624 40.44890428952639, 22.06735984749122 40.45051329564036, 22.076094160062446 40.451460767513055, 22.080645519859175 40.45147339213465, 22.080624517648598 40.4472391758595)), ((22.04017484665689 40.44783944553334, 22.044981225188206 40.44758755305327, 22.049233149249435 40.45060508785238, 22.0626419460575 40.448911910348215, 22.066109175643525 40.446015288676854, 22.0632355652771 40.44507535178306, 22.057248548482875 40.4453892383471, 22.05270327565357 40.4459973630741, 22.04694078981162 40.443846249000956, 22.045176450345316 40.44369931159715, 22.04103218801712 40.44511548946287, 22.034244120999986 40.44297337965405, 22.033734842375118 40.445883371124395, 22.04017484665689 40.44783944553334)))",40.4421598,22.1146311
79,ΦΩΚΙΔΑΣ,Π. ΣΤΕΡΕΑΣ ΕΛΛΑΔΑΣ,ΝΑΙ,19.2,19.2,9/29/2010,,"MULTIPOLYGON (((22.180320001668395 38.3533650861656, 22.174168667138847 38.35634227375019, 22.175299660979487 38.36052307686397, 22.173197621948773 38.363024476194404, 22.17337672295172 38.363719149043625, 22.172374247964996 38.364004221490745, 22.170190667667622 38.36661612710282, 22.17361694746793 38.369643267934904, 22.179515105374456 38.36631075623198, 22.181053173030325 38.357449549900444, 22.180320001668395 38.3533650861656)))",38.35336509,22.18032
80,ΦΘΙΩΤΙΔΑΣ,Π. ΣΤΕΡΕΑΣ ΕΛΛΑΔΑΣ,ΝΑΙ,45.15,44.625,9/29/2010,,"MULTIPOLYGON (((23.308300727838574 38.62138199490467, 23.310443538205508 38.62265631925477, 23.326150406700293 38.61983801757502, 23.32603844881301 38.6143665868575, 23.316736328437543 38.61467515621214, 23.312532018206316 38.617362675942466, 23.308300727838574 38.62138199490467)), ((23.302559606722532 38.61545867681129, 23.303790697528534 38.61973541131144, 23.308066377623337 38.61985757886296, 23.311384265626078 38.61488244344265, 23.302559606722532 38.61545867681129)), ((23.29471543225539 38.62535066354657, 23.298975041782704 38.62386045749872, 23.303763595132708 38.621358708939056, 23.30084670704265 38.61670456984378, 23.296065780407464 38.61794487440142, 23.292118928633812 38.620671868365896, 23.278535926574573 38.624715108366, 23.275195631522646 38.623973131658694, 23.268673551904605 38.62202126542196, 23.264890229777 38.624285713531066, 23.26580182732436 38.62796847619642, 23.269369350540252 38.6287797865403, 23.27237952858493 38.62825567519933, 23.278119562851145 38.62918876256877, 23.283644614659767 38.62922272010921, 23.29471543225539 38.62535066354657)), ((23.25095921658766 38.624190382208475, 23.259435301577653 38.62661142168267, 23.26111710518266 38.62458244880309, 23.259436188551533 38.62163992649555, 23.255408733490626 38.62049958902655, 23.25331922837689 38.62156147440718, 23.25095921658766 38.624190382208475)))",38.62138199,23.30830073
81,ΛΑΚΩΝΙΑΣ,Π. ΠΕΛΟΠΟΝΝΗΣΟΥ,ΝΑΙ,6.9,6.2,9/29/2010,,"MULTIPOLYGON (((22.805560270665723 37.01055838732995, 22.806227606844004 37.011727886117804, 22.808215416640408 37.01308944367394, 22.808386995221753 37.013083635020706, 22.815358039345895 37.00860143814003, 22.813474452281167 37.00540974860034, 22.805560270665723 37.01055838732995)))",37.01055839,22.80556027
82,ΒΟΙΩΤΙΑΣ,Π. ΣΤΕΡΕΑΣ ΕΛΛΑΔΑΣ,ΝΑΙ,1.8,1.8,6/3/2010,,"MULTIPOLYGON (((23.56119949539089 38.17238576200192, 23.564645113388146 38.17275007409837, 23.564810729342184 38.17177733504003, 23.56135374012235 38.17141298537572, 23.56119949539089 38.17238576200192)))",38.17238576,23.5611995
83,ΒΟΙΩΤΙΑΣ,Π. ΣΤΕΡΕΑΣ ΕΛΛΑΔΑΣ,ΝΑΙ,14,14,6/3/2010,,"MULTIPOLYGON (((22.685117419088055 38.389762227945766, 22.686433661640525 38.3885243590901, 22.682769784002883 38.38473437220009, 22.679760188963098 38.386538900843945, 22.679630338743916 38.38675371909871, 22.67833756606667 38.38795572915152, 22.678057346708655 38.38951159310575, 22.67764535895342 38.39012875299728, 22.676300509608563 38.39104177753586, 22.675241228073403 38.391363242541175, 22.67403370196975 38.39227779253369, 22.67358369819651 38.3930927646113, 22.672958088186633 38.39349120904381, 22.670753703599566 38.393186867730854, 22.668362788424112 38.39431322370999, 22.66768563569671 38.39627007476438, 22.66852763435604 38.39781162847871, 22.66935079536091 38.39788405871624, 22.674020199329355 38.39740528958845, 22.676585048053727 38.39553281283749, 22.67983073981731 38.39462318853461, 22.682071688271396 38.392287343926505, 22.68446804510217 38.39084535743989, 22.685117419088055 38.389762227945766)))",38.38976223,22.68511742
84,"ΚΑΣΤΟΡΙΑΣ,ΦΛΩΡΙΝΑΣ",Π. ΔΥΤΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,ΝΑΙ,3,2.96,6/2/2010,,"MULTIPOLYGON (((21.217272376549488 40.694762512406925, 21.218659007062524 40.694425311102485, 21.21926302967864 40.69357699678323, 21.218605649214656 40.69233213805841, 21.21965240334808 40.689937355266856, 21.21868919856353 40.688617933392166, 21.215556978600187 40.68800988260873, 21.214002284425025 40.68871435003154, 21.213130637202227 40.690089299571916, 21.21372764311961 40.691925123992824, 21.215162728996454 40.692781216884526, 21.216639175187712 40.692960419807086, 21.217272376549488 40.694762512406925)))",40.69476251,21.21727238
85,ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ,Π. ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ,ΝΑΙ,6,6,6/2/2010,126539.2,"MULTIPOLYGON (((21.680386105400174 38.36207276708988, 21.682901800333205 38.364755328229016, 21.68391462637694 38.36482770808997, 21.684763174414595 38.36082575286067, 21.680750093676398 38.36034993877259, 21.680386105400174 38.36207276708988)))",38.36207277,21.68038611
86,ΒΟΙΩΤΙΑΣ,Π. ΣΤΕΡΕΑΣ ΕΛΛΑΔΑΣ,ΝΑΙ,21.6,21.6,1/29/2010,,"MULTIPOLYGON (((23.094669610786646 38.21444800647484, 23.09996894452014 38.21759390777483, 23.101899718635508 38.215716121277076, 23.096939089572242 38.21226339853506, 23.094669610786646 38.21444800647484)), ((23.096921959388407 38.21225147457264, 23.084284339586745 38.20345295989978, 23.08413160137707 38.20346786046082, 23.084086309596405 38.20331506141247, 23.083271541205114 38.202747684407015, 23.07817649948739 38.20026483580058, 23.074992769639543 38.201574900577974, 23.07749132705178 38.20374783032347, 23.078531188950695 38.208235089785646, 23.085250886007884 38.20885541380074, 23.094651356962764 38.21443716938135, 23.096921959388407 38.21225147457264)))",38.21444801,23.09466961
87,ΒΟΙΩΤΙΑΣ,Π. ΣΤΕΡΕΑΣ ΕΛΛΑΔΑΣ,ΝΑΙ,3.74,3.74,12/15/2009,,"MULTIPOLYGON (((22.725766226211597 38.42881733279379, 22.73117826371765 38.42592923976421, 22.730471043465727 38.42510151619253, 22.727767573981172 38.42379253592525, 22.72343106693116 38.42610643529158, 22.725766226211597 38.42881733279379)))",38.42881733,22.72576623
88,ΒΟΙΩΤΙΑΣ,Π. ΣΤΕΡΕΑΣ ΕΛΛΑΔΑΣ,ΝΑΙ,12,12,12/15/2009,,"MULTIPOLYGON (((23.221465528682142 38.4676005699722, 23.22402385814894 38.468342193702306, 23.22571364677701 38.468680597798375, 23.227788804608938 38.468710245895195, 23.23213573236306 38.470302841217816, 23.235831546423228 38.470131538270515, 23.2393664450322 38.46931228651731, 23.242098371750174 38.46850702123391, 23.24138535184513 38.46704355164582, 23.237723165447587 38.46794566788077, 23.235642874960067 38.46841470329584, 23.232606244759605 38.468577072923644, 23.228978375832128 38.467110890807305, 23.227655149033236 38.46676485760138, 23.22523806872961 38.46654694008265, 23.222192358702273 38.46619394737683, 23.221465528682142 38.4676005699722)))",38.46760057,23.22146553
89,"ΚΑΣΤΟΡΙΑΣ,ΦΛΩΡΙΝΑΣ",Π. ΔΥΤΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,ΝΑΙ,3,2.96,12/15/2009,,"MULTIPOLYGON (((21.261509820386244 40.75155765548334, 21.264403861944157 40.75081059450529, 21.265006914396963 40.74956001308991, 21.26494640761632 40.749558578258686, 21.263598149354014 40.74923482157309, 21.263636358673246 40.74907271075769, 21.261750060905992 40.74731339420957, 21.258319231423616 40.74945236031771, 21.25882966307604 40.750470935012366, 21.261509820386244 40.75155765548334)))",40.75155766,21.26150982
90,"ΔΥΤΙΚΗΣ ΑΤΤΙΚΗΣ,ΒΟΙΩΤΙΑΣ",Π. ΑΤΤΙΚΗΣ,ΝΑΙ,33,33,12/15/2009,,"MULTIPOLYGON (((23.22238027560703 38.19132912545178, 23.222632989566723 38.189931989989525, 23.222321244766587 38.18992163429114, 23.221944825407316 38.189883091145276, 23.22132757617501 38.18971605586871, 23.220463815664676 38.189268358253216, 23.219831489315467 38.18882417496143, 23.2131763973936 38.19034620608452, 23.213159678937192 38.19190018495047, 23.21592599882488 38.19432021276115, 23.220246574466497 38.190976290590754, 23.21915390554548 38.19028823544469, 23.22238027560703 38.19132912545178)), ((23.23945544146471 38.185870780070736, 23.242151038879474 38.185491844041195, 23.242019843270178 38.18390481805563, 23.23849353392071 38.18435875752095, 23.235471905289124 38.18515888896362, 23.234692240342174 38.18553196939921, 23.234083446645798 38.18588849502125, 23.233727192753115 38.186084533108556, 23.232958393494794 38.1864758777988, 23.23202576518328 38.18709217633222, 23.23167058120408 38.18720701361297, 23.231372535732238 38.18724138287019, 23.230491716086973 38.187478677457406, 23.228623188192834 38.188223186030264, 23.226384740884797 38.18932608316083, 23.225993564990112 38.18949510069625, 23.225123585138444 38.18969664709798, 23.22482579432748 38.1897488458304, 23.223429520575074 38.18993798171882, 23.222995530467085 38.18994412298901, 23.222802045321195 38.18993770540892, 23.222536526474777 38.19137954789927, 23.225481887436377 38.1923302608206, 23.23945544146471 38.185870780070736)))",38.19132913,23.22238028
91,ΒΟΙΩΤΙΑΣ,Π. ΣΤΕΡΕΑΣ ΕΛΛΑΔΑΣ,ΝΑΙ,2.55,2.55,12/15/2009,,"MULTIPOLYGON (((22.701042400703532 38.44871392577646, 22.70378529577827 38.447843141800455, 22.70395310601755 38.447430463140165, 22.703333128493664 38.44621604400968, 22.70260748512698 38.44578446378998, 22.702160839996854 38.445770505276975, 22.70223232265754 38.445618099303, 22.70185990939086 38.44465874009905, 22.7018145680368 38.4446312027974, 22.702101624550426 38.44395851033356, 22.701729220929334 38.4429991506285, 22.70121870069715 38.44271413164699, 22.698904572631697 38.442688455957224, 22.698384032822293 38.4429620349058, 22.697977365719144 38.44391274966699, 22.698349723671125 38.44487212035684, 22.698395063818108 38.444899658977846, 22.698298880659227 38.44515091611305, 22.699217580670055 38.446954434563935, 22.69950092685428 38.447128801145254, 22.699947741206483 38.447133760098154, 22.6998760905256 38.44729517436523, 22.70024848989776 38.44825453922769, 22.701042400703532 38.44871392577646)))",38.44871393,22.7010424
92,ΒΟΙΩΤΙΑΣ,Π. ΣΤΕΡΕΑΣ ΕΛΛΑΔΑΣ,ΝΑΙ,3,3,10/2/2009,,"MULTIPOLYGON (((22.60403046754743 38.423735392013604, 22.607040466759752 38.422381283785896, 22.606741467896736 38.421969969666755, 22.603725803197516 38.423326000369784, 22.60403046754743 38.423735392013604)), ((22.61090595576308 38.42008462218636, 22.611193897531336 38.42048094074738, 22.613910876039444 38.41925689365211, 22.61685806585225 38.41941067071589, 22.61694683466761 38.41890031002327, 22.613835037954523 38.41875990800131, 22.61090595576308 38.42008462218636)))",38.42373539,22.60403047
93,"ΚΑΣΤΟΡΙΑΣ,ΦΛΩΡΙΝΑΣ",Π. ΔΥΤΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,ΝΑΙ,13.2,13.2,9/14/2009,,"MULTIPOLYGON (((21.108142787843878 40.604586231227735, 21.108873141755833 40.60919756872362, 21.110891821224673 40.612814899801016, 21.111418800170476 40.61347659607433, 21.11774705701084 40.61198653013785, 21.11323907359125 40.60606432850021, 21.108142787843878 40.604586231227735)))",40.60458623,21.10814279
94,ΒΟΙΩΤΙΑΣ,Π. ΣΤΕΡΕΑΣ ΕΛΛΑΔΑΣ,ΝΑΙ,6.6,6.6,9/3/2009,,"MULTIPOLYGON (((22.950112107206646 38.283985167748156, 22.94390663788812 38.284569327563204, 22.942050126625496 38.288013228741924, 22.951071059952557 38.28726512275034, 22.950112107206646 38.283985167748156)))",38.28398517,22.95011211
95,ΕΥΒΟΙΑΣ,Π. ΣΤΕΡΕΑΣ ΕΛΛΑΔΑΣ,ΝΑΙ,29.9,29.9,6/16/2009,,"MULTIPOLYGON (((24.503176641446746 38.02053533950726, 24.49912216129982 38.02199948798416, 24.49650526950284 38.0233541584573, 24.494542855935396 38.02394502052845, 24.490010028697075 38.02337998972664, 24.48591797886189 38.02362683176422, 24.4861344961359 38.02587347025185, 24.48982832486701 38.02565065861526, 24.49493056701501 38.02623912194444, 24.497806806874124 38.02537312304614, 24.500501255764053 38.02397830262835, 24.504359496552638 38.02258500472638, 24.503176641446746 38.02053533950726)), ((24.50409125768012 38.01222794468859, 24.49961416907971 38.01318834242886, 24.49437575994196 38.01586908930991, 24.4876340996724 38.01830306542631, 24.488825522539347 38.020349608845486, 24.495821696244338 38.01782528386003, 24.50069797025826 38.0152903728457, 24.50483660080923 38.01440256100707, 24.50409125768012 38.01222794468859)))",38.02053534,24.50317664
96,ΕΥΒΟΙΑΣ,Π. ΣΤΕΡΕΑΣ ΕΛΛΑΔΑΣ,ΝΑΙ,16.1,16.1,6/16/2009,,"MULTIPOLYGON (((24.542225235559314 38.12058198993598, 24.54332394182882 38.11849807926511, 24.540986695260152 38.11762700623305, 24.537746930262816 38.117125683383605, 24.53723138644394 38.119346217255526, 24.540084787998076 38.119782105753764, 24.542225235559314 38.12058198993598)), ((24.551090660265817 38.11984512529891, 24.54945407395823 38.121684462556544, 24.553925539352864 38.12398815395085, 24.556670556884505 38.12444615807182, 24.55862793548043 38.1252900682876, 24.56155929819512 38.127587918067036, 24.563636239732027 38.12604180456554, 24.560349636460014 38.123465532076246, 24.55766950314557 38.122310021879805, 24.555067975722686 38.121875967193944, 24.551090660265817 38.11984512529891)))",38.12058199,24.54222524
97,ΕΥΒΟΙΑΣ,Π. ΣΤΕΡΕΑΣ ΕΛΛΑΔΑΣ,ΝΑΙ,18.4,18.4,6/16/2009,,"MULTIPOLYGON (((24.51859782786009 38.11728983191889, 24.521227902189054 38.11220917181744, 24.522842351538614 38.11106214039132, 24.526187013057363 38.11275346657934, 24.52767233305453 38.11085493893413, 24.522550565827448 38.108303691608675, 24.51889355161628 38.11082869845808, 24.516309634340153 38.115687521500355, 24.51354312123646 38.11701687162914, 24.515628451232633 38.11858381438413, 24.51859782786009 38.11728983191889)), ((24.53743344790726 38.11713266946693, 24.534894638660177 38.116125816886374, 24.53325004002623 38.11798047294417, 24.53628700979282 38.11923314284252, 24.53743344790726 38.11713266946693)), ((24.534837816632255 38.11610328119702, 24.53218199507079 38.113157768269886, 24.52990342344882 38.114513961990816, 24.532700288692066 38.11761601887341, 24.534837816632255 38.11610328119702)))",38.11728983,24.51859783
98,ΕΥΒΟΙΑΣ,Π. ΣΤΕΡΕΑΣ ΕΛΛΑΔΑΣ,ΝΑΙ,27.6,27.6,6/16/2009,,"MULTIPOLYGON (((24.489650458742425 38.08408453627899, 24.492568216340135 38.08315622735991, 24.495422061070247 38.0830958341234, 24.498296930658967 38.08223954702593, 24.504187396470744 38.08167180869885, 24.504202511539404 38.07940823131305, 24.49758493964093 38.080043820070735, 24.494865999540554 38.08085366718705, 24.491979407579247 38.08091475159288, 24.48848916156588 38.08203380956761, 24.489650458742425 38.08408453627899)), ((24.51073965752276 38.07937603847879, 24.512296572868443 38.07848713889208, 24.52442652356167 38.0748596857755, 24.523334818559317 38.07277838463837, 24.510975759092684 38.0764618521957, 24.50930658472753 38.07741483295271, 24.51073965752276 38.07937603847879)))",38.08408454,24.48965046
